Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
74,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
75,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
76,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
79,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
85,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
128,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
129,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
131,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
132,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
137,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
144,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
152,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
153,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
155,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
156,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
157,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
158,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
159,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
160,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
161,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Bareland
162,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
163,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
164,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Bareland
165,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
166,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
168,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
202,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
203,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
204,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Built-up
205,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
206,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
207,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
208,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
209,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Wetland
210,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
211,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
212,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
213,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
214,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
215,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
216,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
217,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
218,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
219,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
220,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
221,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
222,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
223,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
224,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
225,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
226,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Forest,Grassland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
243,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
247,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
248,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
249,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
252,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
253,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
254,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
258,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
259,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
260,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
262,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
263,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
264,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
