Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVU_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Wetland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Built-up
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
142,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
147,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
151,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
152,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
157,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
160,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
161,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
162,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
164,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
165,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
166,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
167,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
169,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
170,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
171,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
172,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
175,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
176,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
177,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
181,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
182,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
183,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
184,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
185,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
186,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
187,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
188,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
189,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
190,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
191,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
192,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
193,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
194,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
195,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
199,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
200,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
201,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
203,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
204,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
205,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
206,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
207,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
210,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
211,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
213,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Cropland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
280,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
281,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
282,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
283,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
284,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
285,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
286,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
287,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
288,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Built-up
289,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
290,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
291,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
292,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
293,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
294,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
295,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
296,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
297,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
298,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
299,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
300,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
301,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
302,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
303,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
304,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
305,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
306,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
307,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
308,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
309,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
310,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
311,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
312,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
313,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
314,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
315,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
316,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
317,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
318,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
319,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
320,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
321,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
322,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
323,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
324,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
325,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
326,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
327,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
328,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
329,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
330,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
