Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFB_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
39,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
61,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
62,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
63,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
64,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
65,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
66,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
67,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
68,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
69,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
70,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
71,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
72,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
73,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
74,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
76,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
77,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
78,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
79,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
81,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
82,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
83,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
85,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
86,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
87,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
88,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
89,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
90,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
91,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
92,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
93,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
94,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
95,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
96,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
97,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
98,NULL,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
99,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
100,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
101,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
102,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
103,NULL,NULL,Water,Water,Water,NULL,NULL,Water
104,NULL,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
105,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
106,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
113,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
114,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
116,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
118,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
119,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
120,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
121,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
122,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
123,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
124,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
126,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
127,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
128,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
129,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
130,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
131,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
132,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
133,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
134,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
135,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
137,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
138,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
139,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
140,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
141,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
142,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
143,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
144,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
146,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
147,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
148,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
149,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
150,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
152,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
153,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
154,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
155,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
157,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
158,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
159,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
160,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
161,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
162,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
163,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
164,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
165,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
166,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
167,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
168,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
169,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
170,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
171,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
172,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
174,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
175,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
176,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
177,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
179,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
180,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
181,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
182,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
183,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
184,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
185,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
186,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
187,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
188,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
189,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
190,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
191,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
192,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
193,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
194,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
195,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
196,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
197,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
198,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
199,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
200,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
201,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
202,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
203,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
204,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
205,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
206,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
207,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
208,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
209,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
210,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
211,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
212,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
213,NULL,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
214,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
215,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
216,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
217,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
218,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
219,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
220,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
221,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
222,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
223,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
224,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
225,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
226,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
227,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
228,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
229,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
230,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
231,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
232,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
233,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
234,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
235,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
236,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
237,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
238,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
239,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
240,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
241,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
242,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
243,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
244,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
245,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
246,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
247,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
248,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
249,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
250,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
251,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
252,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
253,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
254,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
255,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
256,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
257,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
258,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
259,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
260,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
261,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
262,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
263,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
264,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
265,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
266,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
267,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
268,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
269,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
270,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
271,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
272,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
273,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
274,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
275,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
276,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
277,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
278,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
279,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
280,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
281,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
282,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
283,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
284,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
285,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
286,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
287,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
288,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
289,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
290,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
291,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
292,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
293,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
294,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
295,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
296,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
297,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
298,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
299,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
300,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
301,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
302,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
303,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
304,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
305,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
306,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
307,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
308,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
309,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
310,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
311,NULL,Water,Water,NULL,Water,NULL,NULL,Water
312,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
313,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
314,NULL,Water,Water,Water,Water,NULL,NULL,Water
315,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
316,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
317,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
318,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
319,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
320,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
321,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
322,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
323,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
324,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
325,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
326,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
327,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
328,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
329,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
330,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
331,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
332,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
333,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
334,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
