Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNQ_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
123,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
127,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
128,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
129,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
130,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
132,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
137,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
139,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
143,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
145,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
161,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
162,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
163,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
164,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
165,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
166,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
168,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Built-up
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
193,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
194,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
195,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
196,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
197,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
198,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
199,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
200,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
201,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
202,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
203,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Forest
204,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Forest
205,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
206,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Forest
207,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
208,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Grassland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
