Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDJ_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
10,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
12,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
13,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
14,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
15,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
16,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
17,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
18,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
19,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
20,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
21,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
22,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
23,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
24,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
25,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
26,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
27,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
28,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
29,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
30,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
31,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
32,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
33,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
34,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
35,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
36,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
37,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
38,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
39,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
40,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
41,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
42,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
43,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
44,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
47,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
80,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
81,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
82,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
83,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
84,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
85,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
86,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
87,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
88,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
89,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
90,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
91,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
92,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
93,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
94,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
95,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
96,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
97,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
98,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
99,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
100,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
101,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
102,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
103,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
104,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
105,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
106,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
107,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
108,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
109,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
110,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
111,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
112,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
113,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
114,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
115,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
116,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
117,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
118,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
119,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
120,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
121,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
122,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
123,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
124,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
125,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
126,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
127,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
128,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
129,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
130,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
131,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
132,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
133,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
134,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
135,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
136,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
137,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
138,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
139,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
140,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
141,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
142,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
143,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
144,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
145,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
146,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
147,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
148,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
149,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
150,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
151,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
152,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
153,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
154,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
155,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
156,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
157,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
158,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
159,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
160,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
161,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
162,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
163,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
164,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
165,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
166,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
167,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
168,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
169,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
170,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
171,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
172,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
173,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
174,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
175,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
176,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
177,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
178,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
179,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
180,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
181,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
182,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
183,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
184,NULL,NULL,Water,Water,Water,Bareland,Wetland,Wetland
185,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
186,NULL,NULL,Water,Water,Water,Water,Water,Grassland
187,NULL,NULL,Water,Water,Water,Water,Water,Wetland
188,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
189,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
190,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
191,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
192,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
193,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
194,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
195,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
196,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
197,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
198,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
199,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
200,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
201,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
202,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
203,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
204,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
205,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
206,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
207,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
208,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
209,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
210,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
211,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
212,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
213,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
214,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
215,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
216,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
217,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
218,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
219,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
220,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
221,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
222,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
223,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
224,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
225,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
226,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
227,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
228,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
229,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
230,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
231,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
232,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
233,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
234,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
235,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
236,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
237,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
238,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
239,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
240,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
241,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
242,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
243,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
244,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
245,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
246,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
247,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
248,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
249,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
250,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
251,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
252,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
253,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
254,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
255,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
256,NULL,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
257,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
258,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
259,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
260,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
261,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
262,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
263,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
264,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
265,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
266,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
267,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
268,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
269,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
270,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
271,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
272,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
273,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
274,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
275,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
276,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
277,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
278,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
279,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
280,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
281,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
282,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
283,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
284,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
285,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
286,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
287,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
288,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
289,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
290,NULL,Wetland,Water,Water,Water,Water,Water,Water
291,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
292,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
293,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
294,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
295,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
296,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
297,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
298,NULL,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
299,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
300,NULL,Bareland,Water,Water,Water,Water,Water,Water
301,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
302,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
303,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
304,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
328,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
331,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
332,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
333,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
334,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
335,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
336,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
337,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
338,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
