Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCF_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
51,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
61,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
62,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
63,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
64,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
65,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
67,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
68,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
70,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
73,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
74,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
75,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
76,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
77,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
79,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
80,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
81,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
82,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
83,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
85,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
86,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
87,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
88,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
89,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
90,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
91,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
92,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
93,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
94,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
95,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
96,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
98,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
100,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
101,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
102,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
103,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
104,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
105,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
106,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
107,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
108,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
109,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
110,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
111,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
112,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
113,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
114,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
115,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
116,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
117,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
118,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
119,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
120,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
121,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
122,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
123,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
124,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
125,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
126,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
127,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
128,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
129,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
130,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
131,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
132,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
133,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
134,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
135,NULL,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
136,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
137,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
138,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
139,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
140,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
141,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
142,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
143,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
144,NULL,NULL,Water,Water,Water,NULL,NULL,Water
145,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
146,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
147,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
148,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
149,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
150,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
151,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
152,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
153,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
154,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
155,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
156,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
157,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
158,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
159,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
160,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Built-up
161,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
162,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
163,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
164,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
165,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
166,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
167,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
168,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
169,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
170,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
171,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
172,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
173,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
174,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
175,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
176,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
177,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
178,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
179,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
181,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
182,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
183,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
184,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
185,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
188,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
189,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
190,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
191,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
192,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
193,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
194,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
196,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
197,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
198,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
199,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
200,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
201,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
202,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
203,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
204,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
205,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
206,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
207,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
208,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
211,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
212,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
213,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
214,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
215,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
216,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
217,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
218,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
219,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
220,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
221,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
222,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
223,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
224,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
225,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
226,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
227,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
228,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
229,NULL,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
230,NULL,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
231,NULL,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
232,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
233,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
234,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
235,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
236,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
237,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
238,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
239,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
240,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
241,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
242,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
243,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
244,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
245,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
246,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
247,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
248,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
249,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
250,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
251,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
252,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
253,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
254,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
255,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
256,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
257,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
258,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
259,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
260,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
261,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
262,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
263,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
264,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
265,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
266,NULL,Cropland,Water,Water,Water,NULL,NULL,Bareland
267,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
268,NULL,Cropland,Water,Water,Water,NULL,NULL,Forest
269,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
270,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
271,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
272,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
273,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
274,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
275,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
276,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
277,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
278,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
279,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
280,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
281,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
282,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
283,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
284,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
285,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
286,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
287,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
288,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
289,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
290,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
291,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
292,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
293,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
294,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
295,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
296,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
297,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
298,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
299,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
300,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
301,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
302,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
303,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
304,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
305,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
306,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
307,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
308,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
309,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
310,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
311,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
312,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
313,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
314,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
315,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
316,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
317,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
318,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
319,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
320,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
321,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
322,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
323,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
324,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
325,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
326,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
327,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
328,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
329,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
330,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
331,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
332,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
333,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
334,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
