Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCC_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
73,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
77,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
78,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
79,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
86,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
87,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
105,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
107,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
108,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
117,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
119,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
124,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
125,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
126,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
127,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
128,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
129,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
130,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
131,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
132,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
133,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
134,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
135,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
136,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
137,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
138,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
139,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
140,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
141,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
142,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
143,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
144,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
145,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
146,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
147,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
148,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
149,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
150,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
151,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
152,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
153,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
154,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
155,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
156,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
157,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
161,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
163,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
165,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
166,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
171,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
172,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
174,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
178,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
179,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
180,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
184,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
185,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
312,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
313,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
314,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
315,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
316,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
317,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
318,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
319,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
320,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
321,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
322,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
