Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGV_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
46,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
69,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
89,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
93,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
96,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
100,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
101,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
109,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
110,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
111,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
112,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
113,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
114,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
115,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
116,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
117,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
118,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
119,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
120,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
121,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
122,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
123,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
124,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
125,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
126,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
127,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
128,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
129,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
130,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
131,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
132,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
133,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
134,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
135,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
136,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
137,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
138,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
139,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
140,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
141,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
142,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
144,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
290,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
291,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
292,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
293,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
294,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
295,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
296,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
297,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
298,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
299,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
300,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
301,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
302,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
303,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
304,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
305,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
306,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
307,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
308,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
309,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
310,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
311,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
312,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
313,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
314,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
315,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
316,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
317,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
318,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
