Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBJ_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
137,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
141,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
144,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
155,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
156,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
157,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
158,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
159,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
160,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
161,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
162,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
163,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
164,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
165,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
166,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
168,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
179,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
180,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
181,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
182,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
183,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
184,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
185,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
186,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
187,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
188,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
189,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
191,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
196,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
197,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
199,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
204,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
205,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
206,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
