Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
33,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
39,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
52,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
53,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
57,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
58,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
63,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
64,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
65,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
66,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
67,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
68,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
69,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
70,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
71,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
72,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
74,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
75,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
76,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
78,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
79,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
80,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
81,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
82,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
83,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
84,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
85,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
86,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
87,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
88,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
89,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
90,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
92,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
93,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
94,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
95,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
96,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
97,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
98,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
100,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
101,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
102,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
103,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
104,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
105,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
106,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
107,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
108,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
110,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
111,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
112,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
113,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
114,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
115,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
116,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
117,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
118,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
119,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
120,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
121,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
122,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
124,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
125,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
126,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
127,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
128,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
129,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
130,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
131,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
132,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
133,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
134,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
135,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
136,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
137,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
138,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
139,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
140,NULL,NULL,Water,Water,Water,NULL,NULL,Water
141,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
142,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
145,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
146,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
147,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
148,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
149,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
150,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
152,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
153,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
154,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
155,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
156,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
157,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
158,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
159,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
160,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
161,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
162,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
163,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
164,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
165,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
166,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
167,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
169,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
170,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
171,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
172,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
173,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
174,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
175,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
176,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
177,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
178,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
179,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
180,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
181,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
182,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
183,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
184,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
185,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
186,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
187,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
188,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
189,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
190,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
191,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
192,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
193,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
194,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
196,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
197,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
198,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
199,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
200,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
201,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
202,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
203,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
204,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
205,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
206,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
207,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
208,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
209,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
210,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
211,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
212,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
213,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
214,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
215,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
216,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
217,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
218,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
219,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
220,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
221,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
222,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
223,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
224,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
225,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
226,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
227,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
228,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
229,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
230,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
231,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
232,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
233,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
234,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
235,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
236,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
237,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
238,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
239,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
240,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
241,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
242,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
243,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
244,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
245,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
246,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
247,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
248,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
249,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
250,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
251,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
252,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
253,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
254,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
255,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
256,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
257,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
258,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
259,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
260,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
261,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
262,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
263,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
264,NULL,Cropland,Water,NULL,Water,NULL,NULL,NULL
265,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
266,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
267,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
268,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
269,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
270,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
271,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
272,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
273,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
274,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
275,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
276,NULL,Cropland,Water,Water,Water,NULL,NULL,Cropland
277,NULL,Cropland,Water,Water,Water,NULL,NULL,Wetland
278,NULL,Cropland,Water,Water,Water,NULL,NULL,Bareland
279,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
280,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
281,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
282,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
283,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
284,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
285,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
286,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
287,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
288,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
289,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
290,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
291,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
292,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
293,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
294,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
295,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
296,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
297,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
298,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
299,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
300,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
301,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
302,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
303,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
304,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
305,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
306,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
307,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
308,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
309,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
310,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
311,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
312,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
313,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
314,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
315,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
316,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
317,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
318,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
319,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
320,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
321,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
322,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
323,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
324,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
325,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
326,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
327,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
328,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
329,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
330,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
331,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
332,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
333,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
334,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
335,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
336,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
337,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
338,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
339,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
340,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
