Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPC_M_R
29,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
30,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
32,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
34,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
35,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
39,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
40,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
42,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
43,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
44,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
46,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
47,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
48,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
49,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
50,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
51,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
52,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
53,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
55,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
56,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
57,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
58,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
59,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
60,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
61,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
62,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
63,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
64,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
65,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
66,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
68,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
69,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
70,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
71,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
72,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
73,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
74,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
76,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
77,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
78,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
79,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
80,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
81,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
82,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
83,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
84,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
85,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
86,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
88,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
89,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
90,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
92,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
93,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
94,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
95,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
96,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
98,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
99,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
100,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
101,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
103,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
104,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
105,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
106,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
107,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
108,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
109,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
110,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
111,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
113,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
114,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
115,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
116,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
117,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
118,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
119,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
120,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
122,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
123,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
124,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
125,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
126,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
127,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
128,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
129,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
130,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
131,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
132,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
133,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
134,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
135,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
136,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
137,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
138,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
139,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
140,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
141,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
142,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
143,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
144,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
145,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
146,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
147,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
148,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
149,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
150,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
151,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
152,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
153,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
154,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
155,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
156,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
157,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
158,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
159,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
160,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
161,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
162,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
163,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
164,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
165,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
166,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
167,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
168,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
169,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
170,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
171,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
172,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
173,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
174,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
175,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
176,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
177,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
178,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
179,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
180,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
181,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
182,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
183,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
184,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
185,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
186,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
187,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
188,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
189,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
190,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
191,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
192,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
193,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
194,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
195,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
196,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
197,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
198,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
199,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
200,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
201,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
202,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
203,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
204,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
205,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
206,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
207,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
208,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
209,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
210,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
211,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
212,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
213,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
214,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
215,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
216,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
217,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
218,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
219,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
220,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
221,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
222,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
223,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
224,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
225,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
226,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
227,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
228,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
229,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
230,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
231,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
232,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
233,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
234,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
235,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
236,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
237,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
238,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
239,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
240,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
241,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
242,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
243,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
244,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
245,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
246,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
247,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
248,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
249,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
250,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
251,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
252,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
253,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
254,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
255,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
256,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
257,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
258,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
259,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
260,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
261,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
262,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
263,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
264,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
265,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
266,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
267,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
268,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
269,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
270,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
271,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
272,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
273,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
274,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
275,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
276,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
277,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
278,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
279,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
280,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
281,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
282,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
283,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
284,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
285,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
286,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
287,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
288,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
289,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
290,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
291,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
292,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
293,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
294,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
295,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
296,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
297,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
298,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
299,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
300,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
301,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
302,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
303,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
304,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
305,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
306,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
307,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
308,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
309,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
310,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
311,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
312,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
313,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
314,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
315,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
316,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
317,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
318,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
319,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
320,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
321,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
322,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
323,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
324,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
325,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
326,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
327,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
328,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
329,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
330,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
331,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
