Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQF_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
183,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
184,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
186,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
187,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Built-up
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
192,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
203,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
204,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
208,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
209,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
210,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
212,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
213,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
214,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
217,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
218,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
223,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
225,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
275,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
276,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
277,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
278,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
279,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
280,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
281,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
282,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
283,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
284,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
285,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
286,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
287,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
288,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
289,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
290,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
291,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
292,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
293,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
294,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
295,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
296,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
297,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
298,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
299,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
300,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
301,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
302,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
303,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
304,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
305,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
306,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
307,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
308,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
309,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
310,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
311,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
312,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
313,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
314,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
315,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
316,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
317,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
318,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
319,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
320,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
321,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
322,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
323,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
324,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
325,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
326,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
327,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
328,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
329,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
330,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
331,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
