Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLH_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
142,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
143,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
155,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
156,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
157,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
158,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
159,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
160,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
161,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
162,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
163,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
164,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
165,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
166,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
167,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
168,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
172,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
173,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
174,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
175,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Water
176,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
177,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
178,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
179,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
180,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
181,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
182,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
183,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
185,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
190,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
192,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
197,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
199,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
203,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
204,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
205,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
