Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTS_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
45,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
46,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
54,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
55,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
56,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
58,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
59,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
60,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
61,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
62,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
63,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
64,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
65,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
66,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
67,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
68,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
69,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
70,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
73,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
74,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
75,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
76,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
77,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
80,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
82,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
83,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
84,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
85,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
86,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
88,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
89,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
90,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
91,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
92,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
93,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
94,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
95,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
96,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
97,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
98,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
99,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
100,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
101,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
102,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
103,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
104,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
105,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
106,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
107,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
108,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
109,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
110,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
111,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
112,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
113,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
114,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
116,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
118,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
119,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
121,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
122,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
123,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
124,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
125,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
126,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
127,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
128,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
129,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
130,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
131,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
132,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
133,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
134,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
135,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
136,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
137,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
138,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
139,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
140,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
141,NULL,NULL,Water,Water,Water,NULL,NULL,Water
142,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
146,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
147,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
148,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
149,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
150,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
152,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
153,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
154,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
155,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
156,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
157,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
158,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
159,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
160,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
161,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
162,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
163,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Built-up
164,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
165,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
166,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
167,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
168,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
169,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
170,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
171,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
172,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
173,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
174,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
175,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
176,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
177,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
178,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
179,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
180,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
181,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
182,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
183,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
184,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
185,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
186,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
187,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
188,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
189,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
190,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
191,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
192,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
193,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
194,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
195,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
196,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
197,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
198,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
199,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
200,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
201,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
202,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
203,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
204,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
205,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
206,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
207,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
208,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
209,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
210,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
211,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
212,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
213,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
214,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
215,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
216,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
217,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
218,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
219,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
220,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
221,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
222,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
223,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
224,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
225,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
226,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
227,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
228,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
229,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
230,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
231,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
232,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
233,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
234,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
235,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
236,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
237,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
238,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
239,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
240,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
241,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
242,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
243,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
244,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
245,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
246,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
247,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
248,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
249,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
250,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
251,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
252,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
253,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
254,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
255,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
256,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
257,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
258,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
259,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
260,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
261,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
262,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
263,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
264,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
265,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
266,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
267,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
268,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
269,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
270,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
271,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
272,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
273,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
274,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
275,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
276,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
277,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
278,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
279,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
280,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
281,Grassland,NULL,Water,Water,Water,NULL,NULL,Built-up
282,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
283,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
284,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
285,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
286,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
287,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
288,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
289,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
290,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
291,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
292,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
293,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
294,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
295,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
296,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
297,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
298,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
299,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
300,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
301,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
302,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
303,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
304,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
305,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
306,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
307,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
308,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
309,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
310,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
311,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
312,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
313,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
314,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
315,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
316,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
317,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
318,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
319,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
320,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
321,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
322,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
323,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
324,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
325,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
326,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
327,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
328,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
329,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
330,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
331,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
332,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
333,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
334,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
335,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
336,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
337,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
338,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
339,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
340,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
