Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBN_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
76,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
78,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Cropland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
128,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
129,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
133,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
134,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
137,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
142,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
144,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
158,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
159,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
160,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
161,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
162,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
163,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
164,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
165,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
166,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
167,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
168,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
170,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Built-up
172,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
173,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
203,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
204,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
205,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
206,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
207,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
208,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
209,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
210,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
211,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
212,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
213,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
214,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
215,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
216,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
217,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
243,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
248,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
251,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
253,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
