Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQA_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
147,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
150,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
151,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
152,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
165,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
167,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
168,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
169,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
170,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
171,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
172,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
173,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
174,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
175,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
176,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
177,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
179,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
180,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
181,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
182,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
183,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
184,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
185,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
186,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
187,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
188,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
189,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
190,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
191,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
192,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
193,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
194,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
195,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
196,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
197,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
198,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
199,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
200,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
201,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
202,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
203,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
204,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
210,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
211,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
215,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
257,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
258,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
259,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
260,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
261,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
262,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
263,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
264,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
265,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
266,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
267,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
268,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
269,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
271,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
276,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
282,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
283,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
284,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
288,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
289,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
290,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
297,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
300,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
