Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWN_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
174,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
175,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
176,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
177,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
179,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
180,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
181,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
182,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
183,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
184,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
185,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
186,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
187,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
188,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
189,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
190,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
191,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
192,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
193,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
194,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
195,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
196,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
197,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
198,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
199,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
202,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
203,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
204,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
206,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
207,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
209,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
210,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
252,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
253,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
254,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
255,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
256,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
257,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
258,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
259,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
260,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
261,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
262,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
263,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
264,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
265,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
266,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Forest
267,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
268,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
269,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
270,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
271,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
272,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
273,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
274,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
275,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
276,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
277,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
278,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
279,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
280,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
281,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
282,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
283,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
284,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
285,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
286,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
287,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
293,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
294,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
299,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
300,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
319,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
320,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
321,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
