Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLL_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
78,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
124,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
127,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
129,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
130,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
137,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
138,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
139,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
140,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
141,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
142,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
143,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
144,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
146,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
150,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
152,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
156,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
158,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
163,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
164,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
166,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
167,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
169,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
