Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDF_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
37,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
38,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
39,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
40,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
43,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
44,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
46,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
47,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
49,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
50,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
51,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
52,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
53,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
54,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
55,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
56,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
57,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
58,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
59,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
60,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
61,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
62,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
63,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
65,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
66,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
67,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
68,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
69,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
70,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
71,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
72,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
73,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
74,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
75,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
76,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
77,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
78,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
79,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
80,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
81,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
82,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
83,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
85,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
86,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
87,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
88,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
89,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
90,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
91,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
92,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
93,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
94,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
95,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
96,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
97,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
98,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
99,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
100,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
101,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
102,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
103,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
104,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
105,NULL,NULL,Water,Water,Water,NULL,NULL,Water
106,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
116,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
117,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
118,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
119,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
121,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
122,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
123,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
125,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
126,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
127,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
128,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
129,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
130,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
131,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
132,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
133,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
134,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
135,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
136,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
137,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
138,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
139,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
140,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
141,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
142,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
143,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
144,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
145,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
146,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
147,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
148,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
149,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
150,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
151,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
152,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
153,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
154,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
155,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
156,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
157,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
158,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
159,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
160,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
161,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
162,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
163,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
164,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
165,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
166,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
167,NULL,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
168,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
169,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
170,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
171,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
172,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
173,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
174,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
175,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
176,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
177,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
178,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
179,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
181,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
182,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
183,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
184,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
185,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
186,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
187,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
188,NULL,Cropland,Water,Water,Water,NULL,NULL,Forest
189,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
190,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
191,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
192,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
193,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
194,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
195,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
196,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
197,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
198,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
199,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
200,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
202,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
203,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
204,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
205,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
206,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
207,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
208,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
209,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
211,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
212,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
213,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
214,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
215,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
216,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
217,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
218,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
219,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
220,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
221,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
222,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
223,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
224,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
225,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
226,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
227,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
228,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
229,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
230,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
231,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
232,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
233,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
234,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
235,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
236,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
237,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
238,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
239,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
240,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
241,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
242,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
243,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
244,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
245,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
246,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
247,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
248,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
249,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
250,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
251,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
252,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
253,NULL,Wetland,Water,NULL,Water,NULL,NULL,Bareland
254,NULL,Wetland,Water,NULL,Water,NULL,NULL,Water
255,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
256,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
257,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
258,NULL,Wetland,Water,Water,Water,NULL,NULL,Forest
259,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
260,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
261,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
262,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
263,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
264,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
265,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
266,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
267,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
268,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
269,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
270,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
271,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
272,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
273,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
274,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
275,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
276,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
277,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
278,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
279,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
280,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
281,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
282,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
283,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
284,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
285,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
286,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
287,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
288,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
289,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
290,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
291,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
292,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
293,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
294,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
295,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
296,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
297,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
298,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
299,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
300,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
301,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
302,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
303,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
304,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
305,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
306,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
307,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
308,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
309,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
310,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
311,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
312,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
313,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
314,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
315,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
316,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
317,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
318,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
319,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
320,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
321,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
322,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
323,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
324,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
325,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
326,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
327,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
328,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
329,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Water
330,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
331,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
332,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
333,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
334,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
335,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
336,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
337,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
338,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
