Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
69,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
106,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
112,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
113,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
114,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
115,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
116,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
117,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
118,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
119,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
120,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
121,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
122,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
123,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
124,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
125,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
126,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
127,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
128,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
129,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
130,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
131,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
132,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
133,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Water
134,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
136,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
140,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
142,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
145,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
147,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
151,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
154,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
156,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
162,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
249,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
250,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
251,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
252,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
253,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
254,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
255,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
256,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
257,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
258,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
259,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
260,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
261,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
262,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
263,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
264,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
265,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
266,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
267,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
268,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
269,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
270,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
271,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
272,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
273,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
274,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
275,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
276,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
278,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
280,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
281,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
282,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
283,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
284,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
285,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
286,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
287,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
288,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
290,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
291,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
292,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
293,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
294,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
295,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
296,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
297,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
298,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
299,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
300,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
301,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
302,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
303,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
304,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
305,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
306,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
307,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
308,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
309,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
310,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
311,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
312,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
313,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
314,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
315,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
316,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
317,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
318,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
319,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
320,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
321,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
322,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
323,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
