Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKJ_M_R
29,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
50,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
51,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
62,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
63,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
65,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
66,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
68,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
69,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
70,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
73,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
74,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
76,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
80,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
82,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
83,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
84,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
85,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
86,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
88,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
89,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
90,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
91,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
92,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
93,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
94,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
95,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
97,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
98,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
100,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
101,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
102,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
103,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
104,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
105,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
106,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
107,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
108,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
109,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
110,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
111,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
112,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
114,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
115,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
116,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
117,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
118,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
119,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
120,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
121,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
122,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
123,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
124,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
125,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
126,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
127,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
128,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
129,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
130,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
131,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
132,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
133,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
134,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
135,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
136,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
137,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
138,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
139,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
140,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
141,NULL,NULL,Water,Water,Water,NULL,NULL,Water
142,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
146,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
147,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
148,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
149,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
150,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
152,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
153,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
154,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
155,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
156,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
157,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
158,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
159,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
160,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
161,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
162,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
163,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
164,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
165,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
166,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
167,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
168,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
169,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
170,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
171,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
172,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
174,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
175,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
176,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
177,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
178,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
179,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
181,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
182,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
183,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
184,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
185,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
188,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
189,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
190,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
191,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
192,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
193,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
194,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
196,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
197,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
198,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
199,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
200,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
201,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
202,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
203,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
204,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
205,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
206,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
207,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
208,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
209,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
210,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
211,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
212,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
213,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
214,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
215,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
216,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
217,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
218,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
219,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
221,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
222,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
223,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
224,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
225,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
226,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
227,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
228,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
229,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
230,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
231,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
232,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
233,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
234,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
235,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
236,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
237,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
238,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
239,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
240,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
241,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
242,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
243,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
244,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
245,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
246,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
247,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
248,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
249,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
250,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
251,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
252,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
253,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
254,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
255,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
256,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
257,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
258,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
259,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
260,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
261,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
262,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
263,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
264,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
265,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
266,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
267,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
268,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
269,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
270,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
271,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
272,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
273,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
274,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
275,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
276,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
277,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
278,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
279,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
280,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
281,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
282,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
283,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
284,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
285,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
286,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
287,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
288,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
289,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
290,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
291,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
292,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
293,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
294,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
295,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
296,NULL,Wetland,Water,Water,Water,NULL,NULL,NULL
297,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
298,NULL,Wetland,Water,Water,Water,NULL,NULL,Cropland
299,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
300,NULL,Wetland,Water,Water,Water,NULL,NULL,Bareland
301,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
302,NULL,Wetland,Water,Water,Water,NULL,NULL,Forest
303,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
304,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
305,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
306,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
307,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
308,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
309,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
310,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
311,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
312,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
313,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
314,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
315,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
316,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
317,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
318,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
319,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
320,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
321,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
322,NULL,Bareland,Water,NULL,Water,NULL,NULL,NULL
323,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
324,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
325,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
326,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
327,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
328,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
329,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
330,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
331,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
332,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
333,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
334,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
335,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
336,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
337,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
339,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
340,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
