Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
39,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
52,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
53,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
54,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
58,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
59,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
60,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
63,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
64,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
65,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
66,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
68,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
69,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
70,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
73,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
74,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
76,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
77,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
80,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
82,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
83,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
84,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
85,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
86,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
88,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
89,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
90,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
91,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
92,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
93,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
94,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
95,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Built-up
96,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
97,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
98,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
100,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
101,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
102,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
103,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
104,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
105,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
106,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
107,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
108,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
109,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
110,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
111,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
112,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
113,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
114,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
115,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
116,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
117,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
118,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
119,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
120,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
121,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
122,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
124,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
125,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
126,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
127,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
128,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
129,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
130,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
131,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
132,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
133,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
134,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
135,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
136,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
137,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
138,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
139,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
140,NULL,NULL,Water,Water,Water,NULL,NULL,Water
141,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
142,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
145,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
146,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
147,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
148,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
149,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
150,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
152,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
153,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
154,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
155,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
157,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
158,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
159,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
160,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
161,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
162,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
163,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
164,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
166,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
167,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
168,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
169,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
170,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
171,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
172,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
173,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
174,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
175,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
176,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
177,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
178,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
179,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
180,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
181,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
182,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
183,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
184,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
185,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
186,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
188,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
189,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
190,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
191,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
192,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
193,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
194,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
195,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
196,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
197,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
198,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
199,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
200,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
201,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
202,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
203,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
204,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
205,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
206,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
207,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
208,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
209,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
211,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
212,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
213,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
214,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
215,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
216,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
217,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
218,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
219,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
221,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
222,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
224,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
225,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
226,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
227,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
228,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
229,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
230,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
231,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
232,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
233,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
234,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
235,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
236,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
237,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
238,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
239,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
240,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
241,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
242,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
243,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
244,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
245,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
246,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
247,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
248,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
249,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
250,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
251,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
252,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
253,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
254,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
255,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
256,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
257,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
258,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
259,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
260,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
261,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
262,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
263,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
264,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
265,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
266,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
267,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
268,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
269,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
270,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
271,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
272,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
273,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
274,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
275,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
276,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
277,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
278,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
279,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
280,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
281,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
282,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
283,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
284,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
285,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
286,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
287,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
288,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
289,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
290,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
291,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
292,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
293,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
294,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
295,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
296,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
297,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
298,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
299,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
300,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
301,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
302,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
303,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
304,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
305,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
306,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
307,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
308,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
309,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
310,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
311,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
312,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
313,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
314,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
315,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
316,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
317,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
318,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
319,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
320,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
321,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
322,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
323,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
324,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
325,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
326,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
327,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
328,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
329,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
330,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
331,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
332,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
333,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
