Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWL_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
52,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
57,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
58,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
59,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
63,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
64,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
65,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
66,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
68,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
69,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
70,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
73,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
74,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
75,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
76,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
77,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
78,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
79,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
80,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
81,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
82,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
83,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
84,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
85,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
86,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
87,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
88,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
89,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
90,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
91,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
92,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
93,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
94,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
95,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
96,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
97,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
98,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
100,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
101,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
102,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
103,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
104,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
105,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
106,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
107,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
108,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
109,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
110,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
111,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
112,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
113,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
114,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
115,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
116,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
117,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
118,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
119,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
120,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
121,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
122,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
123,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
124,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
125,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
126,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
127,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
128,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
129,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
130,NULL,NULL,Water,Water,Water,NULL,NULL,Water
131,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
132,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
133,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
134,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
135,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
136,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
137,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
138,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
139,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
140,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
141,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
142,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
143,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
144,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
146,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
147,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
148,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
149,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
150,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
152,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
153,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
154,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
155,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
156,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
157,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
158,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
159,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
160,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
161,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
162,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
163,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
164,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
165,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
166,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
167,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
168,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
169,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
170,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
171,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
172,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
173,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
174,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
175,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
176,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
177,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
178,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
179,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
180,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
181,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
182,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
183,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
184,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
185,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
186,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
187,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
188,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
189,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
191,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
192,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
193,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
194,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
195,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
196,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
197,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
198,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
199,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
200,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
201,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
202,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
203,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
204,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
205,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
206,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
207,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
208,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
211,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
212,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
213,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
214,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
215,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
216,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
217,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
218,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
219,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
220,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
221,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
222,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
224,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
225,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
226,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
227,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
228,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
229,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
230,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
231,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
232,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
233,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
234,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
235,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
236,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
237,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
238,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
239,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
240,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
241,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
242,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
243,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
244,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
245,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
246,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
247,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
248,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
249,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
250,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
251,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
252,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
253,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
254,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
255,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
256,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
257,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
258,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
259,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
260,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
261,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
262,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
263,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
264,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
265,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
266,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
267,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
268,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
269,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
270,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
271,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
272,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
273,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
274,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
275,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
276,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
277,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
278,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
279,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
280,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
281,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
282,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
283,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
284,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
285,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
286,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
287,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
288,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
289,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
290,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
291,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
292,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
293,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
294,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
295,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
296,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
297,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
298,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
299,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
300,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
301,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
302,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
303,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
305,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
306,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
307,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
308,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
309,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
310,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
311,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
312,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
313,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
314,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
315,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
316,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
317,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
318,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
319,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
320,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
321,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
322,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
323,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
324,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
325,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
326,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
327,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
328,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
329,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
330,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
