Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZT_M_R
25,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
26,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
27,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
28,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
29,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
30,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
31,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
32,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
33,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
34,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
35,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
36,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
37,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
38,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
39,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
40,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
41,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
42,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
43,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
44,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
45,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
46,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
47,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
48,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
49,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
50,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
51,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
52,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
53,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
54,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
55,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Water
56,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
57,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
58,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
59,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
60,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
61,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
62,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
63,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
64,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
65,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
66,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
67,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
68,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
69,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
70,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
71,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
72,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
73,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
74,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
75,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
76,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
77,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Built-up,Forest
78,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Water,Water
79,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Water,Forest
80,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
81,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
82,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
83,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
84,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
85,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
86,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
87,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
88,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
89,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
90,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
91,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
92,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
93,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
94,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
95,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
96,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
97,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
98,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
99,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
100,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
101,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
102,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
103,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
104,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
105,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
106,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
107,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
108,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Forest
109,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
110,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
111,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
112,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
113,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
114,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
115,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
116,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
117,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
118,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
119,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
120,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
121,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
122,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
123,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
124,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
125,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
126,NULL,NULL,Bareland,Water,Non_Wetland,Built-up,Bareland,Water
127,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
128,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
129,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
130,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
131,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
132,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
133,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
134,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
135,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
136,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
137,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
138,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
139,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
140,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Forest
141,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
142,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
143,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
144,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Water
145,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
146,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
147,NULL,NULL,Water,Water,Water,Grassland,Water,Water
148,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
149,NULL,NULL,Water,Water,Water,Bareland,Water,Water
150,NULL,NULL,Water,Water,Water,Built-up,Water,Water
151,NULL,NULL,Water,Water,Water,Water,Wetland,Water
152,NULL,NULL,Water,Water,Water,Water,Water,Water
153,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
154,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
155,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
156,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
157,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
158,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
159,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
160,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
161,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
162,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
163,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
164,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
165,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
166,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
167,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
168,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
169,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
170,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
171,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
172,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
173,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
174,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
175,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
176,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
177,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
178,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
179,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
180,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
181,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
182,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
183,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
184,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
185,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
186,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
187,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
188,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
189,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
190,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
191,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
192,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
193,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
194,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
195,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
196,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
197,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
198,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
199,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
200,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
201,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
202,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
203,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
204,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
205,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
206,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
207,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
208,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
209,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
210,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
211,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
212,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
213,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
214,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
215,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
216,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
217,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
218,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
219,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
220,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
221,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
222,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
223,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
224,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
225,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
226,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
227,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
228,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
229,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
230,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
231,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
232,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
233,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
234,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
235,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
236,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
237,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
238,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
239,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
240,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
241,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
242,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
243,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
244,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
245,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
246,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
247,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
248,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
249,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
250,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
251,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
252,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
253,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
254,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
255,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
256,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
257,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
258,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
259,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
260,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
261,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
262,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
263,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
264,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
265,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
266,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
267,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
268,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
269,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
270,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
271,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
272,NULL,Bareland,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
273,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
274,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
275,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
276,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
277,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
278,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
279,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
280,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
281,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
282,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
283,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
284,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
285,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
286,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
287,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
288,NULL,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
289,NULL,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
290,NULL,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
291,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Built-up,Water,Grassland
292,NULL,Bareland,Grassland,Water,Non_Wetland,Built-up,Grassland,Grassland
293,NULL,Bareland,Grassland,Water,Non_Wetland,Built-up,Water,Grassland
294,NULL,Bareland,Grassland,Water,Non_Wetland,Built-up,Water,Water
295,NULL,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Water
296,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
297,NULL,Bareland,Wetland,Water,Wetland,Built-up,Built-up,Water
298,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
299,NULL,Bareland,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
300,NULL,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
301,NULL,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
302,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
303,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
304,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
305,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
306,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
307,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
308,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
309,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
310,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
311,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
312,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
313,NULL,Bareland,Water,NULL,Water,Grassland,Bareland,Water
314,NULL,Bareland,Water,NULL,Water,Built-up,Built-up,Water
315,NULL,Bareland,Water,Non_Water,Water,Bareland,Bareland,Forest
316,NULL,Bareland,Water,Non_Water,Water,Water,Water,Bareland
317,NULL,Bareland,Water,Non_Water,Water,Water,Water,Water
318,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
319,NULL,Bareland,Water,Water,Water,Built-up,Built-up,Grassland
320,NULL,Bareland,Water,Water,Water,Built-up,Built-up,Water
321,NULL,Bareland,Water,Water,Water,Built-up,Water,Grassland
322,NULL,Bareland,Water,Water,Water,Water,Water,Bareland
323,NULL,Bareland,Water,Water,Water,Water,Water,Water
324,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
325,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
326,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
327,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
328,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
329,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
330,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
331,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
332,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
333,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
