Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRC_M_R
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
61,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
67,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
73,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
74,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
75,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
82,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
83,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
84,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
85,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
86,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
87,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
88,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
89,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
90,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
91,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
92,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
93,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
94,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
95,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
96,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
97,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
98,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
99,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
100,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
101,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
102,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
103,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
104,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
105,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
106,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
107,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
108,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
194,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
195,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
196,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
197,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
198,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
199,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
200,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
201,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
202,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
203,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
204,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
205,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
206,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
207,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
208,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
209,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
210,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
211,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
212,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
213,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
214,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
215,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
216,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
217,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
218,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
219,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
220,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
221,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
222,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
223,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
225,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
226,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
228,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
229,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
230,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
231,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
232,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
233,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
234,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
235,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
237,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
239,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
240,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
241,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
243,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
245,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
247,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
248,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
249,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
251,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
253,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
255,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
258,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
259,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
260,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
263,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
264,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
266,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
267,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
268,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
270,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
271,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
272,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
275,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
276,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
277,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
278,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
279,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
280,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
282,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
283,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
284,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
285,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
286,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
287,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
288,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
289,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
290,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
291,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
292,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
293,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
294,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
295,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
296,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
297,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
298,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
299,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
300,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
301,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
302,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
303,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
304,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
305,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
306,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
307,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
308,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
309,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
310,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
311,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
312,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
313,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
314,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
315,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
316,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
317,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
318,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
319,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
320,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
321,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
322,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
323,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
324,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
325,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
326,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
