Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKH_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
33,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
57,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
58,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
63,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
64,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
65,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
66,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
67,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
68,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
69,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
70,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
71,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
72,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
74,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
75,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
76,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
78,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
79,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
80,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
81,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
82,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
83,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
84,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
85,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
86,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
87,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
88,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
89,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
90,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
92,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
93,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
94,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
95,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
96,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
97,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
98,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
100,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
101,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
102,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
103,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
104,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
105,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
106,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
107,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
108,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
109,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
110,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
111,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
112,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
113,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
114,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
115,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
116,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
118,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
119,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
120,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
121,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
122,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
123,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
124,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
125,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
126,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
127,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
128,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
129,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
130,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
131,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
132,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
133,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
134,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
135,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
136,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
137,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
138,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
139,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
140,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
141,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
142,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
143,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
144,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
145,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
146,NULL,NULL,Water,Water,Water,NULL,NULL,Water
147,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
148,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
149,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
150,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
151,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
152,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
153,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
154,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
155,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
156,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
157,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
158,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
159,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
160,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
161,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
162,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
163,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
164,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
165,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
166,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
167,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
168,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
169,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
170,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
171,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
172,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
174,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
175,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
176,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
177,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
179,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
181,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
182,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
183,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
184,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
185,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
186,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
188,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
189,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
191,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
192,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
193,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
194,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
195,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
196,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
197,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
198,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
199,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
200,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
201,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
202,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
203,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
204,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
205,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
206,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
207,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
208,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
209,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
210,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
211,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
212,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
213,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
214,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
215,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
216,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
217,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
218,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
219,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
220,NULL,Cropland,Water,Water,Water,NULL,NULL,Forest
221,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
222,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
224,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
225,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
226,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
227,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
228,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
229,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
230,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
231,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
232,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
233,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
234,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
235,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
236,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
237,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
238,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
239,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
240,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
241,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
242,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
243,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
244,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
245,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
246,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
247,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
248,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
249,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
250,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
251,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
252,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
253,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
254,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
255,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
256,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
257,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
258,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
259,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
260,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
261,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
262,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
263,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
264,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
265,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
266,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
267,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
268,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
269,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
270,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
271,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
272,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
273,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
274,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
275,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
276,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
277,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
278,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
279,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
280,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
281,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
282,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
283,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
284,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
285,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
286,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
287,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
288,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
289,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
290,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
291,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
292,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Built-up
293,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
294,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
295,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
296,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
297,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
298,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
299,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
300,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
301,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
302,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
303,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
304,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
305,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
306,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
307,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
308,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
309,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
310,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
311,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
312,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
313,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
314,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
315,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
316,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
317,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
318,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
319,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
320,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
321,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
322,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
323,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
324,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
325,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
326,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
327,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
328,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
329,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
330,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
331,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
332,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
333,NULL,Wetland,Water,NULL,Water,NULL,NULL,NULL
334,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
335,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
336,NULL,Wetland,Water,NULL,Water,NULL,NULL,Water
337,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
338,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
339,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
340,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
