Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYS_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
79,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
81,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
118,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
119,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Water
120,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
124,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
125,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Water
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
183,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
184,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
186,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
187,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Cropland
192,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Cropland
203,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
204,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
205,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
206,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
207,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
208,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
222,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
223,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
224,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
236,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
237,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
238,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
243,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
244,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
247,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
250,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Water
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,NULL
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
322,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
323,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
324,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
325,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
326,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
327,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
