Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
144,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
158,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
159,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
160,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
161,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
162,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
163,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
164,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
165,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
166,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
168,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
176,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
177,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
178,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
179,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
180,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
181,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
182,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
183,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
184,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
185,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
186,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
187,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
188,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
189,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
190,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
191,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
192,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
194,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
198,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
199,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
200,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
204,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
205,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
