Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGA_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
34,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
40,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
41,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
47,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
48,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
49,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
52,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
53,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
54,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
55,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
56,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
57,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
58,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
59,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
60,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
61,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
62,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
63,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
64,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
65,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
66,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
68,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
69,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
70,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
71,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
72,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
73,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
74,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
76,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
78,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
80,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
82,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
83,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
84,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
85,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
86,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
88,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
89,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
90,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
92,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
93,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
94,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
95,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
96,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
97,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
98,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
100,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
101,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
102,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
103,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
104,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
105,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
106,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
107,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
108,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
109,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
110,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
111,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
112,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
113,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
114,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
115,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
116,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
117,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
118,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
119,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
120,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
121,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
122,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
123,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
124,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
125,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
126,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
127,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
128,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
129,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
130,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
131,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
132,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
133,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
134,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
135,NULL,NULL,Water,Water,Water,NULL,NULL,Water
136,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
137,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
138,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
139,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
140,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
141,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
142,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
144,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
145,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
146,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
147,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
148,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
149,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
150,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
151,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
152,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
153,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
154,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
155,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
156,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
157,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
158,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
159,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
160,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
161,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
162,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
163,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
164,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
165,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
166,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
167,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
169,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
170,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
171,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
172,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
173,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
174,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
175,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
176,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
177,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
178,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
179,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
180,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
181,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
182,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
183,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
184,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
185,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
186,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
188,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
189,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
190,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
191,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
192,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
193,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
194,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
195,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
196,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
197,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
198,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
199,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
200,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
201,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
202,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
203,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
204,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
205,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
206,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
207,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
208,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
210,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
211,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
212,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
213,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
214,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
215,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
216,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
217,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
218,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
219,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
221,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
222,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
223,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
224,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
225,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
226,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
227,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
228,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
229,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
230,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
231,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
232,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
233,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
234,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
235,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
236,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
237,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
238,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
239,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
240,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
241,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
242,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
243,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
244,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
245,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
246,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
247,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
248,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
249,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
250,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
251,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
252,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
253,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
254,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
255,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
256,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
257,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
258,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
259,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
260,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
261,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
262,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
263,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
264,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
265,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
266,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
267,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
268,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
269,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
270,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
271,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
272,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
273,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
274,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
275,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
276,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
277,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
278,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
279,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
280,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
281,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
282,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
283,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
284,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
285,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
286,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
287,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
288,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
289,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
290,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
291,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
292,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
293,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
294,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
295,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
296,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
297,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
298,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
299,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
300,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
301,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
302,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
303,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
304,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
305,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
306,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
307,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
308,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
309,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
310,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
311,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
312,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
313,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
314,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
315,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
316,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
317,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
318,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
319,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
320,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
321,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
322,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
323,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
324,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
325,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
326,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
327,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
328,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
329,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
330,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
331,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
332,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
