Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTN_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
53,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
54,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
55,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
56,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
57,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
58,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
59,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
60,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
62,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
63,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
115,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
116,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
117,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
118,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
119,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
120,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
121,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
122,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
123,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
124,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
125,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
126,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
127,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
128,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
129,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
130,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
131,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
132,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
133,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
134,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
135,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
136,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
137,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
138,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
139,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
140,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
141,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
142,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
143,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
144,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
145,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
146,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
147,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
148,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
149,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
150,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
151,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
152,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
153,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
154,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
155,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
156,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
157,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
158,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
159,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
160,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
161,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
162,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
163,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
164,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
165,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
166,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
167,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
168,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
169,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
170,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
171,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
172,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
173,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
174,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
175,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
176,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
177,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
178,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
179,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
180,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
181,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
182,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
183,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
184,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
185,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
186,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
187,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
188,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
189,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
190,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
191,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
192,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
193,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
194,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
195,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
196,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
197,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
198,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
199,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
200,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
201,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
202,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
203,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
204,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
205,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
206,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
207,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
208,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
209,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
210,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
211,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
212,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
213,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
214,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
215,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
216,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
217,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
218,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
219,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
220,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
221,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
222,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
223,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
224,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
225,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
226,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
227,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
228,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
229,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
230,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
231,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
232,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
233,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
234,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
235,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
236,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Built-up
237,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
238,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
239,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
240,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
241,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
242,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
243,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
244,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
245,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
246,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
247,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
248,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
249,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
250,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
251,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
252,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
253,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
254,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
255,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
256,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
257,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
258,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
259,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
260,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
261,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
262,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
263,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
264,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
265,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
266,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
267,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
268,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
269,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
270,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
271,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
272,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
273,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
274,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
275,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
276,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
277,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
278,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
279,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
280,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
281,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
282,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
283,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
284,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
285,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
286,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
287,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
288,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
289,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
290,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
291,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
292,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
293,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
294,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
295,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
296,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Forest
297,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
298,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
299,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
300,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
301,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
302,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
303,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
304,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
305,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
306,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
307,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
308,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
309,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
310,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
311,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
312,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
313,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
314,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
315,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
316,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
317,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
318,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
319,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
320,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
321,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
322,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
323,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
324,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
325,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
326,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
