Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCJ_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
151,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
165,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
166,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
168,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
203,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
204,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
205,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
206,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
207,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
208,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
209,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
210,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
211,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Forest
212,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
213,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
214,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
245,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
247,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
