Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQJ_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Bareland
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Built-up
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
109,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Bareland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
174,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
175,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
176,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
177,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
178,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
179,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
180,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
181,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
182,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
183,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
184,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
185,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
186,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
187,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
192,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
199,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
200,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
201,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
202,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
203,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
204,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
216,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
217,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
222,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
223,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,NULL
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
238,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,NULL
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Bareland
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,NULL
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
322,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
323,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
324,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
325,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
326,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
327,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
