Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYU_M_R
25,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
26,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
27,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
28,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
29,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
38,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
39,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
63,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
75,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
82,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
83,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
84,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
85,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
86,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
87,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
88,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
89,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
90,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
91,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
92,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
93,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
94,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
95,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
191,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
192,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
193,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
194,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
195,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
196,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
197,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
198,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
199,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
200,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
201,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
202,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
203,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
204,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
205,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
206,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
207,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
208,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
209,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
210,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
211,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
212,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
213,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
214,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
215,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
216,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
217,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
218,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
219,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
220,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
221,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
222,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
223,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
224,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
225,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
226,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
227,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
228,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
229,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
230,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
231,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
232,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
233,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
234,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
235,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
237,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
239,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
240,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
241,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
242,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
243,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
245,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
246,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
248,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
249,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
251,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
252,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
253,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
255,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
256,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
258,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
260,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
261,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
263,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
265,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
266,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
268,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
269,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
271,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
272,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
274,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
275,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
276,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
278,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
279,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
280,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
283,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
287,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
288,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
289,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
291,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
292,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
293,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
294,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
295,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
296,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
297,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
298,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
299,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
300,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
301,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
302,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
303,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
304,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
305,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
306,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
307,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
308,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
309,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
310,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
311,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
312,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
313,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
314,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
315,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
316,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
317,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
318,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
319,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
320,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
321,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
322,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
323,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
