Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGH_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
34,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
36,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
37,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
38,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
39,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
40,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
41,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
42,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
43,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
44,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
45,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
46,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
47,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
51,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
52,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
53,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
54,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
55,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
56,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
57,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
58,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
59,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
60,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
61,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
62,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
63,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
64,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
65,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
66,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
67,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
68,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
69,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
70,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
71,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
72,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
73,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
74,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
75,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
76,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
77,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
78,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
79,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
80,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
81,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
82,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
83,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
84,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
85,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
86,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
87,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
88,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
89,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
90,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
91,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
92,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
93,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
94,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
95,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
96,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
97,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
98,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
99,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
100,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
101,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
102,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
103,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
104,NULL,NULL,Water,Water,Water,NULL,NULL,Water
105,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
106,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
113,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
114,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
116,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
117,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
118,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
119,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
121,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
122,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
123,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
125,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
126,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
127,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
128,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
129,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
130,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
131,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
132,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
133,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
134,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
135,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
136,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
137,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
138,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
139,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
140,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
141,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
142,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
143,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
144,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
145,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
146,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
147,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
148,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
149,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
150,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
151,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
152,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
153,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
155,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
157,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
158,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
159,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
160,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
161,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
162,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
163,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
164,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
165,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
166,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
167,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
169,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
170,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
171,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
172,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
173,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
174,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
175,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
176,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
177,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
178,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
179,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
180,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
181,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
182,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
183,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
184,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
185,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
186,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
187,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
188,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
189,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
190,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
191,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
192,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
193,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
194,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
195,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
196,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
197,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
198,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
199,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
200,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
201,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
202,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
203,NULL,Water,Water,Water,Water,NULL,NULL,Water
204,NULL,Water,Water,Water,Water,NULL,NULL,Forest
205,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
206,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
207,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
208,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
209,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
211,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
212,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
213,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
214,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
215,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
216,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
217,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
218,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
219,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
220,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
221,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
222,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
223,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
224,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
225,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
226,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
227,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
228,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
229,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
230,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
231,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
232,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
233,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
234,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
235,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
236,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
237,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
238,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
239,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
240,NULL,Forest,Water,NULL,Water,NULL,NULL,Wetland
241,NULL,Forest,Water,Water,Water,NULL,NULL,Wetland
242,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
243,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
244,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
245,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
246,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
247,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
249,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
250,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
251,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
252,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
253,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
254,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
255,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
256,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
257,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
258,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
259,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
260,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
261,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
262,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
263,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
264,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
265,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
266,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
267,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
268,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
269,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
270,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
271,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
272,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
273,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
274,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
275,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
276,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
277,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
278,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
279,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
280,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
281,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
282,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
283,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
284,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
285,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
286,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
287,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
288,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
289,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
290,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
291,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
292,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
293,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
294,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
295,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
296,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
297,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
298,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
299,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
300,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
301,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
302,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
303,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
304,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
305,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
306,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
307,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
308,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
309,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
310,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
311,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
312,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
313,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
314,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
315,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
316,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
317,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
318,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
319,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
320,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
321,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
322,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
323,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
324,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
325,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
326,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
327,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
328,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
329,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
330,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
331,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
332,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
333,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
334,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
335,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
336,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
337,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
338,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
339,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
340,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
341,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
342,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
343,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
