Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
39,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
57,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
63,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
64,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
65,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
67,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
68,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
69,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
70,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
72,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
73,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
74,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
75,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
76,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
77,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
78,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
79,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
80,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
81,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
82,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
83,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
85,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
86,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
87,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
88,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
89,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
90,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
91,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
92,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
93,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
94,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
95,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
96,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
98,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
100,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
101,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
102,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
103,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
104,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
105,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
106,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
107,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
108,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
110,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
111,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
112,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
113,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
114,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
115,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
116,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
117,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
118,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
119,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
121,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
122,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
123,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
124,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
125,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
126,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
127,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
128,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
129,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
130,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
131,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
132,NULL,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
133,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
134,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
135,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
136,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
137,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
138,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
139,NULL,NULL,Water,Water,Water,NULL,NULL,Water
140,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
141,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
142,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
145,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
146,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
147,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
148,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
149,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
150,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
152,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
153,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
155,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
156,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
157,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
158,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
159,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
160,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
161,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
162,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
163,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
164,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
165,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
166,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
167,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
169,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
170,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
171,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
172,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
173,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
174,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
175,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
176,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
177,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
179,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
180,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
181,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
182,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
183,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
184,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
185,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
186,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
187,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
188,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
189,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
190,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
191,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
192,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
193,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
194,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
195,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
196,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
197,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
198,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
199,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
200,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
201,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
202,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
203,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
204,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
205,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
206,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
207,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
208,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
210,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
211,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
212,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
213,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
214,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
215,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
216,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
217,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
218,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
219,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
220,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
221,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
222,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
223,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
224,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
225,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
226,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
227,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
228,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
229,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
230,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
231,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
232,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
233,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
234,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
235,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
236,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
237,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
238,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
239,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
240,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
241,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
242,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
243,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
244,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
245,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
246,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
247,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
248,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
249,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
250,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
251,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
252,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
253,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
254,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
255,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
256,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
257,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
258,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
259,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
260,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
261,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
262,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
263,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
264,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
265,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
266,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
267,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
268,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
269,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
270,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
271,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
272,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
273,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
274,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
275,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
276,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
277,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
278,NULL,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
279,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
280,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
281,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
282,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
283,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
284,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
285,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
286,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
287,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
288,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
289,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
290,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
291,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
292,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
293,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
294,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
295,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
296,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
297,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
298,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
299,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
300,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
301,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
302,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
303,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
304,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
305,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
306,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
307,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
308,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
309,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
310,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
311,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
312,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
313,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
314,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
315,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
316,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
317,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
318,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
319,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
320,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
321,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
322,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
323,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
324,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
325,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
326,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
327,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
328,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
329,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
330,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
331,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
