Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWN_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Lichens_and_Mosses
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
50,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
60,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
61,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
62,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
63,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
65,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
66,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
67,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
68,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
69,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
70,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
73,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
74,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
75,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
76,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
77,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
78,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
79,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
80,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
81,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
82,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
83,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
85,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
86,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
87,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
88,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
89,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
90,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
92,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
93,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
94,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
95,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
96,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
98,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
99,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
100,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
101,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
102,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
103,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
104,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
105,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
106,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
107,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
108,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
110,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
111,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
112,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
113,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
114,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
115,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
116,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
117,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
118,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
119,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
120,NULL,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
121,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
122,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
123,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
124,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
125,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
126,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
127,NULL,NULL,Water,Water,Water,NULL,NULL,Water
128,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
129,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
130,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
131,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
132,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
133,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
134,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
135,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
136,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
137,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
138,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
139,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
140,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
141,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
142,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
143,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
144,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
145,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
146,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
147,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
148,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
149,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
150,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
151,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
152,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
153,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
154,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
155,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
157,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
158,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
159,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
160,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
161,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
162,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
163,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
164,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
165,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
166,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
167,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
168,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
169,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
170,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
171,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
172,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
173,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
174,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
175,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
176,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
177,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
179,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
180,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
181,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
182,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
183,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
184,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
185,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
186,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
187,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
188,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
189,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
190,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
191,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
192,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
193,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
194,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
195,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
196,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
197,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
198,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
199,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
200,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
201,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
202,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
203,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
204,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
205,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
206,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
207,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
208,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
209,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
211,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
212,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
213,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
214,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
215,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
216,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
217,NULL,Wetland,Water,NULL,Water,NULL,NULL,Bareland
218,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
219,NULL,Wetland,Water,Water,Water,NULL,NULL,Bareland
220,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
221,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
222,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
223,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
224,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
225,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
226,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
227,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
228,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
229,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
230,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
231,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
232,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
233,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
234,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
235,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
236,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
237,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
238,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
239,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
240,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
241,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
242,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
243,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
244,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
245,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
246,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
247,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
248,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
249,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
250,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
251,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
252,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
253,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
254,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
255,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
256,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
257,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
258,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
259,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
260,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
261,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
262,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
263,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
264,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
265,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
266,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
267,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
268,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
269,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
270,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
271,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
272,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
273,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
274,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
275,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
276,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
277,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
278,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
279,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
280,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
281,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
282,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
283,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
284,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
285,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
286,NULL,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
287,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
288,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
289,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
290,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
291,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
292,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
293,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
294,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
295,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
296,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
297,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
298,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
299,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
300,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
301,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
302,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
303,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
305,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
306,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
307,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
308,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
309,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
310,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
311,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
312,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
313,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
314,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
315,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
316,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
317,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
318,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
319,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
320,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
321,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
322,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
323,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
324,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
325,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
326,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
327,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
328,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
329,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
330,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
331,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
332,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
333,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
334,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
335,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
