Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYT_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Water
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Water
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
81,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
118,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
119,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
120,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
124,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
125,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
126,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
127,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
129,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
130,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
132,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
183,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
184,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
185,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
186,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
187,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
192,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
203,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
204,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
205,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
206,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
207,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
208,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
222,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
223,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
224,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
225,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
226,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
238,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
239,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
240,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
245,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
246,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Water
249,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
250,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
252,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Water
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
322,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
323,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
324,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
325,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
326,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
327,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
