Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGL_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
126,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
127,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
141,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
143,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
145,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Water
146,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
181,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
182,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
183,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
184,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
185,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
186,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
187,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
188,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
189,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
190,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
191,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
192,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
193,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
194,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Cropland
195,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
196,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
197,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
198,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
203,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
204,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
205,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
206,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
207,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
208,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
209,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
210,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
211,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
212,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
213,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
222,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
223,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
224,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
225,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
226,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
227,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
228,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
229,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,NULL
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
277,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
278,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
279,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
280,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
281,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
282,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
283,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
284,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
285,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
286,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
287,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
288,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
289,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
290,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
291,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
292,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
293,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
294,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
295,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
296,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
297,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
298,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
299,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
300,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,NULL
301,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
302,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
303,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
304,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
305,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
306,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
307,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
308,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
309,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
310,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Wetland
311,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
312,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
319,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
320,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
322,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
326,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
327,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
