Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWS_M_R
29,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
30,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
31,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
32,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
34,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
36,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
37,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
38,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
39,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
40,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
41,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
42,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
43,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
44,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
45,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
46,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
47,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
48,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
49,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
50,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
52,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
55,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
56,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
57,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
58,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
59,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
60,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
61,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
62,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
63,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
64,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
65,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
66,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
67,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
68,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
69,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
70,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
71,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
72,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
73,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
74,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
75,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
76,NULL,NULL,Water,Water,Water,NULL,NULL,Water
77,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
78,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
79,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
80,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
81,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
82,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
83,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
84,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
85,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
86,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
87,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
88,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
89,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
90,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
91,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
92,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
93,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
94,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
95,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
96,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
97,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
98,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
99,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
100,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
101,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
102,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
103,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
104,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
105,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
106,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
107,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
108,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
109,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
110,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
111,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
113,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
114,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
116,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
118,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
119,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
121,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
122,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
124,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
125,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
126,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
127,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
128,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
129,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
130,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
131,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
132,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
133,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
134,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
135,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
136,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
137,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
138,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
139,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
140,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
141,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
142,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
143,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
144,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
145,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
146,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
147,NULL,Wetland,Water,Water,Water,NULL,NULL,Forest
148,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
149,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
150,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
151,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
152,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
153,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
155,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
156,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
157,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
158,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
159,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
160,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
161,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
162,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
163,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
164,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Water
165,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
166,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
167,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
168,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
169,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
170,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
171,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
172,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
173,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
174,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
175,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
176,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
177,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
178,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
179,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
181,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
182,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
183,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
184,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
185,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
186,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
187,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
188,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
189,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
190,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
191,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
192,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
193,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
194,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
195,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
196,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
197,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
198,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
199,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
200,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
201,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
202,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
203,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
204,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
205,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
206,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
207,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
208,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
209,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
210,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
211,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
212,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
213,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
214,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
215,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
216,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
217,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
218,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
219,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
221,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
222,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
224,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
225,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
226,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
227,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
228,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
229,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
230,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
231,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
232,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
233,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
234,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
235,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
236,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
237,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
238,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
239,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
240,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
241,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
242,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
243,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
244,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
245,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
246,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
247,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
248,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
249,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
250,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
251,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
252,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
253,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
254,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
255,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
256,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
257,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
258,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
259,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
260,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
261,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
262,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
263,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
264,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
265,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
266,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
267,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
268,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
269,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
270,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
271,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
272,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
273,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
274,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
275,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
276,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
277,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
278,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
279,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
280,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
281,NULL,Water,Water,Water,Water,NULL,NULL,Water
282,NULL,Water,Water,Water,Water,NULL,NULL,Forest
283,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
284,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
285,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
286,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
287,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
288,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
289,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
290,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
291,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
292,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
293,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
294,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
295,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
296,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
297,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
298,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
299,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
300,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
301,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
302,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
303,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
305,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
306,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
307,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
308,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
309,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
310,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
311,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
312,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
313,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
314,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
315,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
316,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
317,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
318,NULL,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
319,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
320,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
321,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
322,NULL,Forest,Water,Water,Water,NULL,NULL,Water
323,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
324,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
325,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
326,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
327,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
328,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
329,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
330,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
331,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
332,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
333,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
334,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
335,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
336,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
337,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
338,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
339,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
340,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
341,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
342,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
343,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
344,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
345,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
