Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
33,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
52,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
57,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
58,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
63,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
64,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
65,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
66,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
67,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
68,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
69,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
70,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
71,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
72,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
73,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
74,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
75,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
76,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
78,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
79,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
80,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
81,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
82,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
83,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
84,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
85,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
86,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
87,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
88,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
89,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
90,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
92,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
93,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
94,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
95,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
96,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
97,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
98,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
99,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
100,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
101,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
102,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
103,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
104,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
105,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
106,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
107,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
108,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
110,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
111,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
112,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
113,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
114,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
115,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
116,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
117,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
118,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
119,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
120,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
122,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
123,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
124,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
125,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
126,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
127,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
128,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
129,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
130,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
131,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
132,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
133,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
134,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
135,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
136,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
137,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
138,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
139,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
140,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
141,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
142,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
143,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
144,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
145,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
146,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
147,NULL,NULL,Water,Water,Water,NULL,NULL,Water
148,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
149,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
150,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
152,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
153,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
154,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
155,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
156,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
157,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
158,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
159,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
160,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
161,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
162,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
163,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
164,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
165,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
166,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
167,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
168,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
169,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
170,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
171,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
172,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
173,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
174,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
175,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
176,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
177,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
178,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
179,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
180,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
181,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
182,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
183,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
184,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
185,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
186,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
187,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
188,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
189,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
190,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
191,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
192,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
193,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
194,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
195,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
196,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
197,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
198,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
199,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
200,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
201,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
202,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
203,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
204,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
205,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
206,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
207,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
208,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
209,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
211,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
212,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
213,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
214,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
215,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
216,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
217,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
218,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
219,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
220,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
221,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
222,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
223,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
224,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
225,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
226,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
227,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
228,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
229,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
230,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
231,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
232,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
233,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
234,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
235,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
236,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
237,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
238,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
239,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
240,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
241,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
242,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
243,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
244,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
245,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
246,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
247,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
248,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
249,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
250,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
251,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
252,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
253,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
254,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
255,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
256,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
257,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
258,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
259,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
260,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
261,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
262,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
263,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
264,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
265,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
266,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
267,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
268,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
269,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
270,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
271,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
272,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
273,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
274,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
275,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
276,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
277,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
278,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
279,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
280,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
281,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
282,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
283,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
284,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
285,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
286,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
287,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
288,NULL,Cropland,Water,NULL,Water,NULL,NULL,NULL
289,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
290,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
291,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
292,NULL,Cropland,Water,NULL,Water,NULL,NULL,Built-up
293,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
294,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
295,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
296,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
297,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
298,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
299,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Water
300,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
301,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
302,NULL,Cropland,Water,Water,Water,NULL,NULL,Cropland
303,NULL,Cropland,Water,Water,Water,NULL,NULL,Wetland
304,NULL,Cropland,Water,Water,Water,NULL,NULL,Bareland
305,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
306,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
307,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
308,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
309,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
310,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
311,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
312,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
313,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
314,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
315,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
316,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
317,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
318,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
319,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
320,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
321,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
322,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
323,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
324,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
325,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
326,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
327,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
328,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
329,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
330,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
331,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
332,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
333,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
334,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
335,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
336,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
337,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
338,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
339,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
