Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQV_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
46,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
55,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
56,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
58,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
59,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
60,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
61,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
62,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
63,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
65,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
66,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
67,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
68,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
70,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
73,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
74,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
76,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
77,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
80,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
82,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
83,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
84,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
85,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
86,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
88,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
89,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
90,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
91,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
92,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
93,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
94,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
95,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
96,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
97,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
98,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
100,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
101,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
102,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
103,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
104,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
105,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
106,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
107,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
108,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
109,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
110,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
111,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
112,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
113,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
114,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
115,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
116,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
118,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
119,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
120,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
121,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
122,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
123,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
124,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
125,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
126,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
127,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
128,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
129,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
130,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
131,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
132,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
133,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
134,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
135,NULL,NULL,Water,Water,Water,NULL,NULL,Water
136,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
137,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
138,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
140,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
141,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
142,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
145,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
146,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
147,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
148,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
149,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
150,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
151,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
152,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
153,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
154,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
155,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
156,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
157,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
158,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
159,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
160,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
161,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
162,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
163,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
164,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
165,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
166,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
167,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
168,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
169,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
170,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
171,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
172,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
173,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
174,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
175,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
176,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
177,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
178,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
179,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
180,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
181,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
182,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
183,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
184,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
185,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
186,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
187,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
188,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
189,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
190,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
191,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
192,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
193,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
194,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
196,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
197,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
198,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
199,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
200,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
201,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
202,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
203,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
204,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
205,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
206,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
207,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
208,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
209,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
210,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
211,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
212,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
213,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
214,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
215,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
216,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
217,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
218,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
219,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
220,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
221,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
222,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
224,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
225,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
226,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
227,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
228,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
229,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
230,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
231,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
232,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
233,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
234,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
235,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
236,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
237,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
238,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
239,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
240,NULL,Cropland,Water,NULL,Water,NULL,NULL,NULL
241,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
242,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
243,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
244,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
245,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
246,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
247,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
248,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
249,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
250,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
251,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
252,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
253,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
254,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
255,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
256,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
257,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
258,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
259,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
260,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
261,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
262,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
263,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
264,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
265,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
266,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
267,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
268,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
269,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
270,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
271,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
272,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
273,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
274,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
275,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
276,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
277,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
278,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
279,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
280,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
281,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
282,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
283,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
284,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
285,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
286,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
287,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
288,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
289,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
290,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
291,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
292,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
293,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
294,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
295,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
296,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
297,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
298,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
299,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
300,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
301,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
302,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
303,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
304,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
305,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
306,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
307,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
308,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
309,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
310,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
311,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
312,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
313,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
314,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
315,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
316,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
317,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
318,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
319,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
320,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
321,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
322,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
323,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
324,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
325,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
326,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
327,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
328,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
329,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
330,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
331,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
332,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
333,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
334,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
335,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
336,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
337,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
338,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
339,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
