Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
36,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
37,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
38,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
40,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
43,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
44,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
45,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
46,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
47,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
52,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
54,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
55,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
56,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
58,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
59,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
60,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
61,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
62,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
63,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
64,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
65,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
66,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
67,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
68,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
69,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
70,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
71,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
72,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
73,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
74,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
76,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
77,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
79,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
81,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
82,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
83,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
84,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
85,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
86,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
87,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
88,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
89,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
90,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
91,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
92,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
93,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
94,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
95,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
96,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
97,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
98,NULL,NULL,Water,Water,Water,NULL,NULL,Water
99,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
100,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
101,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
103,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
104,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
105,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
106,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
108,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
110,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
111,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
112,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
113,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
114,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
115,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
116,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
117,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
118,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
119,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
120,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
121,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
122,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
124,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
125,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
127,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
128,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
129,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
130,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
131,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
132,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
133,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
134,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
135,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
137,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
138,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
139,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
140,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
141,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
142,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
144,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
145,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
146,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
147,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
148,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
149,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
150,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
152,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
153,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
154,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
155,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
157,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
158,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
159,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
160,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
161,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
162,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
163,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
164,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
165,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
166,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
167,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
168,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
169,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
170,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
171,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
172,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
173,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
174,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
175,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
176,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
177,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
178,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
179,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
180,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
181,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
182,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
183,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
184,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
185,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
186,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
187,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
188,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
189,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
192,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
193,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
194,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
195,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
196,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
197,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
198,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
199,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
200,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
201,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
202,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
203,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
204,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
205,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
206,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
207,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
208,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
209,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
211,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
212,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
213,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
214,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
215,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
216,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
217,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
218,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
219,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
220,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
221,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
222,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
223,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
224,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
225,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
226,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
227,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
228,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
229,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
230,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
231,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
232,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
233,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
234,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
235,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
236,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
237,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
238,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
239,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
240,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
241,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
242,NULL,Water,Water,NULL,Water,NULL,NULL,NULL
243,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
244,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
245,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
246,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
247,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
248,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
249,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
250,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
251,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
252,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
253,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
254,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
255,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
256,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
257,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
258,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
259,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
260,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
261,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
262,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
263,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
264,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
265,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
266,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
267,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
268,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
269,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
270,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
271,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
272,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
273,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
274,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
275,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
276,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
277,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
278,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
279,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
280,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
281,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
282,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
283,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
284,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
285,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
286,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
287,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
288,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
289,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
290,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
291,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
292,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
293,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
294,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
295,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
296,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
297,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
298,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
299,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
300,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
301,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
302,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
303,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
304,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
305,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
306,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
307,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
308,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
309,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
310,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
311,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
312,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
313,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
314,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
315,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
316,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
317,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
318,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
319,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
320,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
321,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
322,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
323,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
324,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
325,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
326,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
327,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
328,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
329,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
330,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
331,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
332,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
333,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
334,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
335,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
336,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
337,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
338,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
339,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
