Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LTQ_M_R
936,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
937,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
938,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
939,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
940,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
941,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
942,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
943,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
944,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
945,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
946,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
947,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
948,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
949,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
950,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
951,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
952,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
953,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
954,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
955,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
956,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
957,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
958,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
959,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
960,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
961,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
962,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
963,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
964,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
965,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
966,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
967,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
968,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
969,Cropland,Cropland,Forest,Water,Non_Wetland,Water
970,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
971,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
972,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
973,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
974,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
975,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
976,Cropland,Bareland,Shrubland,Water,Non_Wetland,Grassland
977,Cropland,Bareland,Shrubland,Water,Non_Wetland,Cropland
978,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
979,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
980,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
981,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
982,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
983,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
984,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
985,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
986,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
987,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
988,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
989,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
990,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
991,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
992,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
993,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
994,Cropland,Bareland,Bareland,NULL,Non_Wetland,Built-up
995,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
996,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
997,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
998,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
999,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1000,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1001,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1002,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
1003,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL
1004,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
1005,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
1006,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
1007,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1008,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1009,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1010,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1011,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1012,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1013,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
1014,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1015,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1016,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1017,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1018,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1019,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
1020,Cropland,Built-up,Shrubland,Water,Non_Wetland,Forest
1021,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1022,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1023,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1024,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1025,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1026,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1027,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1028,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1029,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1030,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1031,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1032,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1033,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1034,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1035,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1036,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1037,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL
1038,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
1039,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
1040,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
1041,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1042,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1043,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1044,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1045,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1046,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
1047,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1048,Cropland,Built-up,Bareland,Water,Non_Wetland,Grassland
1049,Cropland,Built-up,Bareland,Water,Non_Wetland,Water
1050,Cropland,Built-up,Bareland,Water,Non_Wetland,Forest
1051,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1052,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1053,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1054,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1055,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1056,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1057,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1058,Cropland,Built-up,Built-up,Water,Non_Wetland,Grassland
1059,Cropland,Built-up,Water,Water,Water,Water
1060,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1061,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1062,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1063,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1064,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1065,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1066,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1067,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1068,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1069,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1070,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1071,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1072,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
1073,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1074,Cropland,Water,Shrubland,Water,Non_Wetland,NULL
1075,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
1076,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1077,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1078,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1079,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1080,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1081,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1082,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1083,Cropland,Water,Bareland,NULL,Non_Wetland,Water
1084,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1085,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1086,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
1087,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
1088,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1089,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1090,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1091,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1092,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1093,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1094,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1095,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1096,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1097,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1098,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1099,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1100,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1101,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1102,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1103,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1104,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1105,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1106,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1107,Cropland,Forest,Cropland,Water,Non_Wetland,NULL
1108,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1109,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
1110,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1111,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1112,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1113,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1114,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1115,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1116,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1117,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1118,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1119,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1120,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1121,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1122,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1123,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1124,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1125,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1126,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1127,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1128,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1129,Wetland,NULL,Wetland,Water,Wetland,Grassland
1130,Wetland,NULL,Wetland,Water,Wetland,Wetland
1131,Wetland,NULL,Wetland,Water,Wetland,Water
1132,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1133,Wetland,NULL,Water,NULL,Water,Water
1134,Wetland,NULL,Water,Water,Water,NULL
1135,Wetland,NULL,Water,Water,Water,Wetland
1136,Wetland,NULL,Water,Water,Water,Water
1137,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1138,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1139,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1140,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1141,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1142,Wetland,Wetland,Water,NULL,Water,NULL
1143,Wetland,Wetland,Water,Water,Water,NULL
1144,Wetland,Wetland,Water,Water,Water,Water
1145,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1146,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1147,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1148,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1149,Wetland,Water,Wetland,Water,Wetland,Water
1150,Wetland,Water,Water,Water,Water,Water
1151,Wetland,Water,Forest,NULL,Non_Wetland,Water
1152,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1153,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1154,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1155,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1156,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1157,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1158,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1159,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1160,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1161,Bareland,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1162,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1163,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1164,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1165,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1166,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1167,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1168,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1169,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1170,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1171,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1172,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1173,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1174,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
1175,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1176,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1177,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1178,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1179,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1180,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1181,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1182,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1183,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1184,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1185,Bareland,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1186,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1187,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1188,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1189,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1190,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1191,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1192,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1193,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1194,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1195,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up
1196,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1197,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1198,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1199,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1200,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1201,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1202,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1203,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1204,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1205,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1206,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1207,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1208,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1209,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1210,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1211,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1212,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1213,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1214,Bareland,NULL,Wetland,NULL,Wetland,Water
1215,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1216,Bareland,NULL,Wetland,Water,Wetland,Grassland
1217,Bareland,NULL,Wetland,Water,Wetland,Bareland
1218,Bareland,NULL,Wetland,Water,Wetland,Water
1219,Bareland,NULL,Wetland,Water,Wetland,Forest
1220,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1221,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1222,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1223,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1224,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1225,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1226,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1227,Bareland,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1228,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1229,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1230,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1231,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1232,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
1233,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1234,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1235,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1236,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1237,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1238,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1239,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
1240,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1241,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1242,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1243,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1244,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1245,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1246,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1247,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1248,Bareland,NULL,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1249,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1250,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1251,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1252,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1253,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1254,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1255,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1256,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
1257,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1258,Bareland,NULL,Water,NULL,NULL,Grassland
1259,Bareland,NULL,Water,NULL,NULL,Bareland
1260,Bareland,NULL,Water,NULL,NULL,Water
1261,Bareland,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1262,Bareland,NULL,Water,NULL,NULL,Forest
1263,Bareland,NULL,Water,NULL,Water,Grassland
1264,Bareland,NULL,Water,NULL,Water,Bareland
1265,Bareland,NULL,Water,NULL,Water,Built-up
1266,Bareland,NULL,Water,NULL,Water,Water
1267,Bareland,NULL,Water,NULL,Water,Permanent_ice_and_snow
1268,Bareland,NULL,Water,NULL,Water,Forest
1269,Bareland,NULL,Water,Non_Water,Water,Grassland
1270,Bareland,NULL,Water,Non_Water,Water,Bareland
1271,Bareland,NULL,Water,Non_Water,Water,Water
1272,Bareland,NULL,Water,Water,Water,NULL
1273,Bareland,NULL,Water,Water,Water,Grassland
1274,Bareland,NULL,Water,Water,Water,Bareland
1275,Bareland,NULL,Water,Water,Water,Built-up
1276,Bareland,NULL,Water,Water,Water,Water
1277,Bareland,NULL,Water,Water,Water,Forest
1278,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1279,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1280,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1281,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1282,Bareland,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
1283,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1284,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1285,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1286,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1287,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1288,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1289,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1290,Bareland,NULL,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1291,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1292,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1293,Bareland,NULL,Forest,Water,Non_Wetland,NULL
1294,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1295,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1296,Bareland,NULL,Forest,Water,Non_Wetland,Water
1297,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1298,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1299,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1300,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1301,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1302,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1303,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1304,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1305,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1306,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1307,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1308,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1309,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1310,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1311,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1312,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1313,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1314,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1315,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1316,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1317,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1318,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1319,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1320,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1321,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1322,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1323,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1324,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1325,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL
1326,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1327,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1328,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1329,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1330,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1331,Bareland,Cropland,Water,Water,Water,Water
1332,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1333,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1334,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1335,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1336,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1337,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1338,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1339,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1340,Bareland,Wetland,Water,NULL,Water,Grassland
1341,Bareland,Wetland,Water,NULL,Water,Bareland
1342,Bareland,Wetland,Water,NULL,Water,Water
1343,Bareland,Wetland,Water,Water,Water,Grassland
1344,Bareland,Wetland,Water,Water,Water,Bareland
1345,Bareland,Wetland,Water,Water,Water,Water
1346,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
