Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCR_M_R
1996,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1997,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1998,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1999,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2000,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2001,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2002,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2003,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2004,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2005,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2006,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2007,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2008,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2009,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2010,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2011,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2012,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2013,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2014,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2015,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2016,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2017,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2018,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2019,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2020,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2021,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2022,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2023,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2024,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2025,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2026,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2027,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2028,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2029,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2030,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2031,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2032,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2033,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2034,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2035,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2036,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2037,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2038,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2039,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2040,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2041,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2042,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2043,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2044,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2045,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2046,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2047,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
2048,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2049,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2050,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2051,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2052,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2053,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2054,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
2055,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2056,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2057,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2058,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2059,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2060,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2061,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2062,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2063,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2064,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
2065,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2066,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2067,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2068,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2069,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2070,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2071,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2072,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2073,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2074,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2075,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2076,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2077,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2078,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2079,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
2080,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2081,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2082,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2083,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2084,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2085,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2086,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2087,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2088,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2089,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2090,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2091,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2092,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2093,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2094,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2095,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2096,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2097,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2098,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2099,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2100,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2101,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2102,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2103,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2104,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2105,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2106,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2107,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2108,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2109,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2110,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2111,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2112,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2113,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2114,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2115,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2116,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2117,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2118,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2119,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2120,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2121,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2122,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2123,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2124,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2125,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2126,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2127,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2128,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2129,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2130,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2131,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2132,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2133,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2134,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2135,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2136,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2137,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2138,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2139,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2140,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2141,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2142,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2143,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2144,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2145,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2146,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2147,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2148,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2149,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2150,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2151,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2152,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2153,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2154,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2155,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2156,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2157,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2158,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2159,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2160,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2161,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2162,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2163,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2164,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2165,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2166,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
2167,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2168,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2169,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2170,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2171,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2172,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2173,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
2174,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2175,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2176,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2177,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2178,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2179,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2180,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2181,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2182,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2183,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2184,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2185,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2186,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2187,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2188,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2189,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2190,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2191,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2192,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2193,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2194,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2195,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2196,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2197,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2198,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2199,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2200,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2201,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2202,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2203,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2204,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2205,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2206,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2207,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2208,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2209,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2210,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2211,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2212,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2213,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2214,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2215,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2216,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2217,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2218,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2219,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2220,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
2221,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2222,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2223,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2224,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2225,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2226,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
2227,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2228,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2229,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2230,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2231,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2232,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2233,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2234,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2235,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2236,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2237,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
2238,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2239,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2240,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2241,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2242,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2243,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
2244,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2245,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2246,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2247,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2248,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2249,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2250,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2251,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2252,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
2253,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2254,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2255,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2256,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2257,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2258,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Water
2259,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2260,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
2261,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
2262,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2263,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2264,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2265,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2266,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2267,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2268,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
2269,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2270,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2271,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2272,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2273,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2274,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2275,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2276,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2277,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2278,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2279,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2280,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2281,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2282,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2283,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2284,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2285,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2286,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2287,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2288,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2289,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2290,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2291,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
2292,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2293,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2294,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2295,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
2296,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2297,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2298,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2299,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
2300,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2301,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
2302,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2303,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2304,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2305,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
2306,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2307,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2308,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2309,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
2310,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2311,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2312,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2313,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2314,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2315,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2316,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2317,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2318,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2319,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2320,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2321,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2322,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2323,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2324,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2325,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2326,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2327,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
2328,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2329,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
2330,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
