Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
32,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
34,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
40,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
41,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
42,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
44,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
46,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
47,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
48,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
49,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
50,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
52,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
53,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
54,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
55,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
56,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
57,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
58,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
59,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
60,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
61,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
62,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
63,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
64,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
65,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
66,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
67,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
68,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
69,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
70,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
71,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
72,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
74,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
76,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
77,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
78,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
79,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
80,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
81,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
82,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
83,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
84,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
85,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
86,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
87,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
88,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
89,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
90,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
91,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
92,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
93,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
94,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
95,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
96,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
97,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
98,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
99,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
100,NULL,NULL,Water,Water,Water,NULL,NULL,Water
101,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
102,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
103,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
104,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
105,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
106,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
110,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
111,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
112,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
113,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
114,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
116,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
117,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
118,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
119,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
120,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
121,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
122,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
123,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
125,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
126,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
127,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
128,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
129,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
130,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
131,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
132,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
133,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
134,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
135,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
136,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
137,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
138,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
139,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
140,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
141,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
142,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
143,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
144,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
145,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
146,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
147,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
148,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
149,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
150,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
152,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
153,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
154,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
155,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
156,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
157,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
158,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
159,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
160,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
161,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
162,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
163,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
164,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
165,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
166,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
167,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
168,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
169,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
170,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
171,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
172,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
174,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
175,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
176,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
177,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
179,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
180,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
181,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
182,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
183,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
184,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
185,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
186,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
187,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
188,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
189,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
190,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
191,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
192,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
193,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
194,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
195,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
196,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
197,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
198,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
199,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
200,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
202,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
203,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
204,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
205,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
206,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
207,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
208,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
209,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
210,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
211,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
212,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
213,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
214,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
215,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
216,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
217,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
218,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
219,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
220,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
221,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
222,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
224,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
225,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
226,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
227,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
228,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
229,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
230,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
231,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
232,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
233,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
234,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
235,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
236,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
237,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
238,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
239,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
240,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
241,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
242,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
243,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
244,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
245,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
246,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
247,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
248,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
249,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
250,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
251,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
252,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
253,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
254,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
255,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
256,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
257,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
258,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
259,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
260,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
261,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
262,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
263,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
264,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
265,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
266,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
267,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
268,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
269,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
270,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
271,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
272,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
273,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
274,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
275,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
276,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
277,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
278,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
279,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
280,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
281,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
282,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
283,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
284,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
285,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
286,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
287,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
288,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
289,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
290,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
291,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
292,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
293,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
294,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
295,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
296,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
297,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
298,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
299,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
300,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
301,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
302,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
303,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
305,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
306,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
307,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
308,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
309,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
310,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
311,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
312,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
313,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
314,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
315,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
316,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
317,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
318,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
319,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
320,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
321,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
322,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
323,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
324,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
325,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
326,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
327,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
328,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
329,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
330,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
331,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
332,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
333,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
334,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
335,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
336,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
337,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
338,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
339,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
