Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHV_M_R
20,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
21,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
22,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
23,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
24,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
25,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
26,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
27,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
28,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
29,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
30,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
31,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
32,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
33,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
34,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
36,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
37,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
38,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
39,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
40,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
41,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
42,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
43,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
44,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
45,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
46,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
47,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
48,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
49,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
50,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
51,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
52,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
53,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
54,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
55,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
56,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
57,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
58,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
59,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
60,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
61,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
62,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
63,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
64,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
65,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
66,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
67,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
68,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
69,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
70,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
71,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
72,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
73,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
74,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
75,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
76,NULL,NULL,Wetland,NULL,Wetland,Water,Water,NULL
77,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
78,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
79,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
81,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
82,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
83,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
84,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
85,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
86,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
87,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
88,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
89,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
90,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
91,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
92,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
93,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
94,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
95,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
96,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
97,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
98,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
99,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
100,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
101,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
102,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
103,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
104,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
105,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
106,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
107,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
108,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
109,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
110,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
111,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
112,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
113,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
114,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
115,NULL,NULL,Water,NULL,Water,Grassland,Wetland,NULL
116,NULL,NULL,Water,NULL,Water,Grassland,Water,NULL
117,NULL,NULL,Water,NULL,Water,Wetland,Grassland,NULL
118,NULL,NULL,Water,NULL,Water,Wetland,Wetland,NULL
119,NULL,NULL,Water,NULL,Water,Wetland,Bareland,NULL
120,NULL,NULL,Water,NULL,Water,Wetland,Water,NULL
121,NULL,NULL,Water,NULL,Water,Bareland,Wetland,NULL
122,NULL,NULL,Water,NULL,Water,Bareland,Bareland,NULL
123,NULL,NULL,Water,NULL,Water,Bareland,Water,NULL
124,NULL,NULL,Water,NULL,Water,Water,Grassland,NULL
125,NULL,NULL,Water,NULL,Water,Water,Wetland,NULL
126,NULL,NULL,Water,NULL,Water,Water,Water,NULL
127,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
128,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
129,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
130,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
131,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
132,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
133,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
134,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
135,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
136,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
137,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
138,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
139,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
140,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
141,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
142,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
143,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
144,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
145,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
146,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
147,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
148,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
149,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
150,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
151,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
152,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
153,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
154,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
155,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
156,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
157,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
158,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
159,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
160,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
161,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
162,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
163,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
164,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
165,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
166,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
167,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
168,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
170,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
172,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
173,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
174,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,NULL
175,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
176,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
177,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
178,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
179,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
180,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
181,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
182,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
183,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
184,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
185,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
186,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
187,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
188,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
189,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
190,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
191,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
192,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
193,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,NULL
194,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
195,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
196,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
197,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
198,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
199,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
200,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
201,NULL,Built-up,Water,NULL,Water,Wetland,Water,NULL
202,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,NULL
203,NULL,Built-up,Water,NULL,Water,Water,Water,NULL
204,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
205,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
206,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,NULL
207,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
208,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
209,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
210,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,NULL
211,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
212,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
213,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
214,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
215,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
216,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
217,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
218,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
219,NULL,Water,Wetland,NULL,Wetland,Water,Water,NULL
220,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
221,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
222,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
223,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
224,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
225,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
226,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
227,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
228,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
229,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
230,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
231,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
232,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
233,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
234,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
235,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
236,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
237,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
238,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
239,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
240,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
241,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
242,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
243,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
244,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
245,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
246,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
247,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
248,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
249,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
250,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
255,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
256,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
257,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
258,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
259,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
260,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
261,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
262,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
263,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
264,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
265,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
266,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
267,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
268,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
269,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
270,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
271,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
272,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
273,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
274,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
275,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
276,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
277,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
278,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
279,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
280,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
281,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
282,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
283,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
284,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
285,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
286,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
287,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
288,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
289,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
290,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
291,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
292,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
293,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,NULL
294,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,NULL
295,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
296,Grassland,NULL,Water,NULL,Water,Wetland,Water,NULL
297,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,NULL
298,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,NULL
299,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
300,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
301,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
302,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
303,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
304,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
305,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
306,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
307,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
308,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
309,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
310,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
311,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
312,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
313,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
314,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
315,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
316,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
317,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
318,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
319,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
320,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
321,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
322,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
323,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
324,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
325,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
326,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
327,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
328,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
329,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
330,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
331,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
332,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
333,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
334,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
335,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
