Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWU_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Water
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Water
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
151,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
152,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
153,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
168,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
169,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
171,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
172,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
173,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
174,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
175,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
176,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
177,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
178,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
179,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
180,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
181,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
182,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
183,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
184,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
186,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
187,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
188,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
189,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
190,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
191,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
192,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
193,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
194,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
195,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
196,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
197,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
198,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
199,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
200,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
201,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
202,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
203,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
204,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
209,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
210,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
215,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
216,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
217,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
218,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
222,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
223,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
224,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
236,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Bareland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Built-up
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,NULL
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,NULL
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Bareland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
322,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
323,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
324,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
325,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
326,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
327,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
