Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
37,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
38,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
39,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
40,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
41,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
44,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
46,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
52,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
53,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
54,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
55,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
56,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
57,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
58,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
59,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
60,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
61,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
62,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
63,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
64,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
65,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
66,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
67,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
68,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
69,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
70,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
72,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
73,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
74,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
75,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
76,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
77,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
78,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
79,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
80,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
81,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
82,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
83,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
84,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
85,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
86,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
87,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
88,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
89,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
90,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
91,NULL,NULL,Water,Water,Water,NULL,NULL,Water
92,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
93,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
94,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
95,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
96,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
97,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
98,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
99,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
100,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
101,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
102,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
103,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
104,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
105,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
106,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
107,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
108,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
109,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
110,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
111,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
113,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
114,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
115,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
116,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
117,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
118,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
119,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
121,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
122,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
123,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
124,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
125,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
127,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
128,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
129,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
130,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
131,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
132,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
133,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
134,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
135,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
137,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
138,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
139,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
140,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
141,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
142,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
143,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
144,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
145,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
146,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
147,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
148,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
149,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
150,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
151,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
152,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
153,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
154,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
155,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
156,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
157,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
158,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
159,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
160,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
161,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
162,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
163,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
164,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
165,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
166,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
167,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
168,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
169,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
170,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
171,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
172,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
174,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
175,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
176,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
177,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
178,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
179,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
180,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
181,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
182,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
183,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
184,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
185,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
186,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
187,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
188,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
189,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
190,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
191,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
192,NULL,Bareland,Water,Water,Water,NULL,NULL,Wetland
193,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
194,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
196,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
197,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
198,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
199,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
200,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
202,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
203,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
204,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
205,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
206,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
207,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
208,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
209,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
211,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
212,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
213,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
214,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
215,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
216,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
217,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
218,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
219,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
220,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
221,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
222,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
223,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
224,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
225,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
226,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
227,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
228,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
229,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
230,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
231,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
232,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
233,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
234,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
235,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
236,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
237,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
238,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
239,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
240,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
241,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
242,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
243,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
244,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
245,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
246,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
247,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
248,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
249,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
250,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
251,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
252,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
253,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
254,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
256,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
257,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
258,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
259,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
260,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
261,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
262,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
263,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
264,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
265,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
266,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
267,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
268,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
269,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
270,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
271,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
272,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
273,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
274,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
275,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
276,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
277,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
278,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
279,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
280,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
281,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
282,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
283,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
284,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
285,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
286,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
287,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
288,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
289,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
290,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
291,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
292,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
293,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
294,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
295,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
296,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
297,NULL,Water,Water,NULL,Water,NULL,NULL,Water
298,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
299,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
300,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
301,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
302,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
303,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
304,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
305,NULL,Water,Water,Water,Water,NULL,NULL,Water
306,NULL,Water,Water,Water,Water,NULL,NULL,Forest
307,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
308,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
309,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
310,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
311,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
312,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
313,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
314,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
315,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
316,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
317,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
318,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
319,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
320,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
321,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
322,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
323,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
324,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
325,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
326,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
327,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
328,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
329,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
330,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
331,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
332,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
333,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
334,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
335,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
336,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
337,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
338,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
339,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
340,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
341,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
342,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
343,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
344,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
