Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKS_M_R
25,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
26,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
27,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
28,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Bareland
31,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
61,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
62,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
65,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
71,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
73,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
74,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
75,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
79,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
80,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
81,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
82,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Water,Grassland
83,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
84,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
85,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
165,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
166,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
167,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
168,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
169,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
170,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
171,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
172,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
173,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
174,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
175,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
176,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
177,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
178,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
179,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
180,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
181,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
182,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
183,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
184,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
185,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
186,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
187,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
189,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
190,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
191,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
192,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
193,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
194,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
195,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
196,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
197,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
198,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
199,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
200,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
203,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
205,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
206,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
207,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
208,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
209,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
210,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
211,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
212,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
213,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
214,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
215,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
217,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
218,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
219,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
220,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
222,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
223,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
225,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
226,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
227,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
228,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
229,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
230,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
231,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
232,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
233,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
234,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
235,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Bareland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Built-up
237,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
238,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
239,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
240,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
241,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
242,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
243,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
245,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
247,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
248,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
249,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
252,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
253,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
255,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
258,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
259,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
260,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
262,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
263,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
266,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
267,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
268,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
270,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
271,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
275,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
276,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
277,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
278,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
279,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
280,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
281,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
291,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
292,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Bareland
293,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
294,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
295,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
296,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
297,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Bareland
298,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
299,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
300,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
301,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
302,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
303,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
304,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
305,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
306,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
307,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
308,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
309,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
310,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
311,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
312,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
313,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
314,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
315,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
316,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
317,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
318,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
319,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
320,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
321,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
322,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
