Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCB_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
68,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
74,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
75,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
79,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
86,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
101,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
103,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
107,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
109,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
118,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
119,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
121,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
122,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
123,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
124,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
125,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,NULL
126,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
127,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
128,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
129,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
130,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
131,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
132,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
133,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
134,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
135,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
136,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
137,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
138,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
139,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
140,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
141,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
142,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
143,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
144,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
145,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
146,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
147,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
148,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
149,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
150,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
151,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
152,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
153,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
154,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
155,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
156,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
157,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
158,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
159,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
161,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
165,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
166,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
168,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
172,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
176,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
177,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
178,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
182,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
183,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
185,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
186,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
187,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
188,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
304,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
305,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
306,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
307,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
308,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
309,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
310,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
311,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
312,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
313,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
314,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
315,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
316,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
317,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
318,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
319,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
320,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
321,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
322,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
