Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
41,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
79,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
84,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
118,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
122,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
123,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
124,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
128,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
129,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
133,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
134,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
135,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
137,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
139,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
143,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
144,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
146,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
148,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
150,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
151,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
152,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
156,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
160,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
161,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
163,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
166,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
167,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
168,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
169,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
171,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
180,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
181,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
182,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
183,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
184,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
185,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
186,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
187,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
188,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
189,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
190,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
191,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
192,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
193,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
194,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
195,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
196,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
197,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
198,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
199,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
200,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
201,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
202,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
203,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
204,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
205,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
206,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
207,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
210,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
211,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
212,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
213,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
214,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
215,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
216,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
217,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
218,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
219,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
220,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
221,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
222,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
223,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
224,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
225,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
226,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
227,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
228,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
229,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
230,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
231,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
232,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
233,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
234,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
235,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
236,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
237,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
238,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
239,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
240,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
241,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
242,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
243,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
244,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
245,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
246,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
247,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
248,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
249,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
250,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
251,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
252,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
253,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
254,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
255,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
256,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
257,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
258,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
259,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Cropland
260,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
261,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
262,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
263,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
264,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
265,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
266,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
267,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
268,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
269,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
270,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
271,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
272,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
275,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
276,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
277,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
279,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
282,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
283,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
284,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
285,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Built-up
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
322,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
323,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Cropland
324,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
325,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
326,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
327,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,NULL
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
