Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKB_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
58,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
59,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
60,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
61,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
62,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
63,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
64,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
65,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
66,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
67,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
68,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
69,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
70,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
71,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
72,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
73,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
74,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
75,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
76,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
77,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
78,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
79,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
81,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
82,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
83,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
84,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
85,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
86,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
87,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
88,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
89,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
90,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
91,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
92,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
93,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
94,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
95,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
96,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
97,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
98,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
99,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
100,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
101,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
102,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
103,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
104,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
105,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
106,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
107,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
108,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
109,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
110,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
111,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
112,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
113,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
114,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
115,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
116,NULL,NULL,Water,Water,Water,NULL,NULL,Water
117,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
118,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
119,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
120,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
121,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
122,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
123,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
124,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
125,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
126,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
127,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
128,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
129,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
130,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
131,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
132,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
133,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
134,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
135,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
136,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
137,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
138,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
139,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
140,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
141,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
142,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
143,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
144,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
145,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
146,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
147,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
148,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
149,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
150,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
151,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
152,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
153,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
154,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
155,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
156,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
157,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
158,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
159,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
160,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
161,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
162,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
163,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
164,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
165,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
166,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
167,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
168,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
169,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
170,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
171,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
172,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
173,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
174,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
175,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
176,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
177,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
178,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
179,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
180,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
181,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
182,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
183,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
184,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
185,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
186,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
187,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
188,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
189,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
190,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
191,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
192,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
193,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
194,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
195,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
196,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
197,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
198,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
199,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
200,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
201,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
202,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
203,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
204,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
205,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
206,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
207,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
208,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
209,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
210,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
211,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
212,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
213,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
214,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
215,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
216,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
217,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
218,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
219,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
220,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
221,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
222,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
223,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
224,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
225,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
226,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
227,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
228,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
229,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
230,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
231,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
232,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
233,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
234,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
235,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
236,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
237,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
238,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
239,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
240,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
241,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
242,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
243,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
244,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
245,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
246,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
247,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
248,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
249,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
250,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
251,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
252,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
253,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
254,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
255,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
256,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
257,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
258,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
259,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
260,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
261,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
262,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
263,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
264,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
265,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
266,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
267,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
268,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
269,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
270,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
271,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
272,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
273,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
274,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
275,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
276,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
277,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
278,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
279,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
280,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
281,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
282,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
283,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
284,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
285,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
286,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
287,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
288,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
289,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
290,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
291,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
292,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
293,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
294,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
295,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
296,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
297,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
298,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
299,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
300,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
301,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
302,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
303,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
304,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
305,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
306,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
307,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
308,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
309,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
310,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
311,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
312,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
313,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
314,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
315,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
316,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
317,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
318,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
319,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
320,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
321,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
322,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
323,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
324,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
325,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
326,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
327,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
328,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
329,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
330,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
331,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
332,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
333,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
