Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
70,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
87,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
88,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
99,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
105,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
108,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
113,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
114,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
115,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
116,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
117,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
118,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
119,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
120,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
121,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
122,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
123,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
124,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
125,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
126,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
127,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
128,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
129,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
130,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
131,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
132,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
133,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
134,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
135,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
136,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
137,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
138,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
139,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
140,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
142,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
283,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
284,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
285,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
286,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
287,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
288,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
289,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
290,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
291,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
292,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
293,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
294,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
295,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
296,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
297,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
298,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
299,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
300,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
301,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
302,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
303,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
304,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
305,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
306,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
307,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
308,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
309,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
310,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
311,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
312,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
313,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
314,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
315,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
316,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
317,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
318,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
319,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
320,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
321,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
