Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHU_M_R
29,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
46,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
50,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
55,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
56,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
57,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
58,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
59,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
60,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
61,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
62,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
63,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
64,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
65,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
66,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
67,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
68,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
69,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
70,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
72,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
73,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
74,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
75,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
76,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
77,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
79,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
81,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
82,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
83,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
84,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
85,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
86,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
87,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
88,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
89,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
90,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
91,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
92,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
93,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
94,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
95,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
96,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
97,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
98,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
99,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
100,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
101,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
102,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
103,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
104,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
105,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
106,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
107,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
108,NULL,NULL,Water,Water,Water,NULL,NULL,Water
109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
116,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
118,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
119,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
120,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
122,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
123,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
124,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
127,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
128,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
129,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
130,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
131,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
132,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
133,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
134,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
135,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
136,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
137,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
138,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
139,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
140,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
141,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
142,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
144,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
145,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
146,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
147,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
148,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
149,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
150,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
151,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
152,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
153,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
154,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
155,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
156,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
157,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
158,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
159,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
160,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
161,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
162,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
163,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
164,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
165,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
166,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
167,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
168,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
169,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
170,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
171,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
172,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
173,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
174,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
175,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
176,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
177,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
179,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
180,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
181,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
182,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
183,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
184,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
185,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
187,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
188,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
189,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
190,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
192,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
193,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
194,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
195,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
196,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
197,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
198,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
199,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
200,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
201,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
202,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
203,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
204,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
205,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
206,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
207,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
208,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
209,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
210,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
211,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
212,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
213,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
214,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
215,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
216,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
217,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
218,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
219,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
220,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
221,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
222,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
223,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
224,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
225,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
226,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
227,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
228,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
229,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
230,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
231,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
232,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
233,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
234,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
235,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
236,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
237,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
238,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
239,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
240,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
241,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
242,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
243,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
244,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
245,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
246,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
247,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
248,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
249,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
250,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
251,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
252,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
253,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
254,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
256,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
257,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
258,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
259,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
260,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
261,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
262,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
263,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
264,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
265,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
266,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
267,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
268,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
269,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
270,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
271,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
272,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
273,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
274,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
275,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
276,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
277,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
278,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
279,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
280,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
281,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
282,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
283,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
284,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
285,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
286,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
287,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
288,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
289,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
290,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
291,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
292,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
293,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
294,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
295,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
296,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
297,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
298,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
299,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
300,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
301,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
302,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
303,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
304,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
305,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
306,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
307,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
308,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
309,NULL,Water,Water,NULL,Water,NULL,NULL,Water
310,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
311,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
312,NULL,Water,Water,Water,Water,NULL,NULL,Water
313,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
314,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
315,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
316,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
317,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
318,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
319,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
320,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
321,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
322,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
323,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
324,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
325,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
326,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
327,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
328,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
329,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
330,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
331,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
332,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
333,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
334,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
