Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWU_M_R
29,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
31,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
32,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
33,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
34,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
35,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
36,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
37,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
38,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
39,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
40,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
41,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
42,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
43,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
44,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
45,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
46,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
50,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
52,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
55,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
56,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
57,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
58,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
59,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
60,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
61,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
62,NULL,NULL,Water,Water,Water,NULL,NULL,Water
63,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
64,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
65,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
67,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
68,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
69,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
70,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
71,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
72,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
73,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
74,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
76,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
77,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
79,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
80,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
81,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
82,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
83,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
84,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
85,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
86,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
88,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
89,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
90,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
91,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
92,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
93,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
94,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
95,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
98,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
99,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
100,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
101,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
102,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
103,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
104,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
105,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
106,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
107,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
108,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
109,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
110,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
111,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
112,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
113,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
114,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
115,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
116,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
117,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
118,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
119,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
120,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
121,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
122,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
124,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
125,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
127,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
128,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
129,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
130,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
131,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
132,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
133,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
134,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
135,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
136,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
137,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Water
138,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
139,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
140,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
141,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
142,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
143,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
144,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
145,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
146,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
147,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
148,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
149,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
150,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
151,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
152,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
153,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
155,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
156,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
157,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
158,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
159,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
160,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
161,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
162,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
163,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
164,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
166,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
167,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
168,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
169,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
170,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
171,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
172,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
173,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
174,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
175,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
176,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
177,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
179,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
180,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
181,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
182,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
183,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
184,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
185,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
186,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
187,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
188,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
189,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
190,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
192,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
193,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
194,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
195,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
196,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
197,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
198,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
199,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
200,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
201,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
202,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
203,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
204,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
205,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
206,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
207,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
208,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Built-up
209,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
210,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
211,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
212,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
213,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
214,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
215,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
216,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
217,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
218,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
219,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
221,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
222,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
223,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
224,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
225,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
226,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
227,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
228,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
229,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
230,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
231,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
232,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
233,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
234,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
235,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
236,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
237,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
238,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
239,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
240,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
241,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
242,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
243,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
244,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
245,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
246,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
247,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
248,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
249,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
250,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
251,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
252,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
253,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
254,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
256,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
257,NULL,Water,Water,NULL,Water,NULL,NULL,Water
258,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
259,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
260,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
261,NULL,Water,Water,Water,Water,NULL,NULL,Water
262,NULL,Water,Water,Water,Water,NULL,NULL,Forest
263,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
264,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
265,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
266,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
267,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
268,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
269,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
270,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
271,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
272,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
273,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
274,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
275,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
276,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
277,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
278,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
279,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
280,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
281,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
282,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
283,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
284,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
285,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
286,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
287,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
288,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
289,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
290,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
291,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
292,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
293,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
294,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
295,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
296,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
297,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
298,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
299,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
300,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
301,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
302,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
303,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
304,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Water
305,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
306,NULL,Forest,Water,Water,Water,NULL,NULL,Water
307,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
308,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
309,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
310,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
311,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
312,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
313,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
314,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
315,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
316,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
317,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
318,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
319,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
320,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
321,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
322,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
323,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
324,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
325,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
326,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
327,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
328,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
329,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
330,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
331,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
332,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
333,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
334,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
335,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
336,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
337,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
338,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
339,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
340,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
341,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
342,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
343,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
344,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
345,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
