Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUL_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
137,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
147,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
150,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
151,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
155,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
156,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
161,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
171,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
173,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
174,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
175,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
176,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
177,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
178,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
180,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
181,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
183,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Built-up
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
215,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
216,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
217,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
218,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
219,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
220,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
221,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
222,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
223,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
224,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
225,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
226,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
227,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
228,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
229,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
230,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
231,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
232,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
233,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
234,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Cropland
235,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
236,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
237,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
238,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
239,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
240,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
241,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
242,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
243,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
244,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
245,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
246,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
247,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
248,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
249,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
250,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
251,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
252,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
253,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
254,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
256,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
261,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
262,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
263,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
264,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
268,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
269,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
270,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
275,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
276,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
283,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
284,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
285,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
288,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
289,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
290,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
