Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
63,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
64,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
65,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
66,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
67,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
68,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
70,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
72,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
73,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
74,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
76,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
78,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
79,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
80,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
82,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
83,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
84,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
85,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
86,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
88,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
89,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
90,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
92,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
93,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
94,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
95,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
96,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
97,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
98,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
100,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
101,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
102,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
103,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
104,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
105,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
106,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
107,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
108,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
109,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
110,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
111,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
112,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
113,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
114,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
115,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
116,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
117,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
118,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
119,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
120,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
121,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
122,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
123,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
124,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
125,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
126,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
127,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
128,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
129,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
130,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
131,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
132,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
133,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
134,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
135,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
136,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
137,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
138,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
139,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
140,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
141,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
142,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
143,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
144,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
145,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
146,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
147,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
148,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
149,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
150,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
151,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
152,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
153,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
154,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
155,NULL,NULL,Water,Water,Water,NULL,NULL,Water
156,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
157,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
158,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
159,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
160,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
161,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
162,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
163,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
164,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
165,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
166,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
167,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
168,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
169,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
170,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
171,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
172,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
173,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
174,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
175,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
176,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
177,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
178,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
179,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
180,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
181,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
182,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
183,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
184,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
185,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
186,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
187,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
188,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
189,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
190,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
192,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
193,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
194,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
195,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
196,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
197,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
198,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
199,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
200,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
201,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
202,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
203,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
204,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
205,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
206,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
207,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
208,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
209,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
210,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
211,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
212,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
213,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
214,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
215,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
216,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
217,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
218,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
219,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
220,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
221,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
222,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
223,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
224,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
225,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
226,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
227,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
228,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
229,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
230,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
231,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
232,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
233,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
234,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
235,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
236,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
237,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
238,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
239,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
240,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
241,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
242,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
243,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
244,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
245,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
246,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
247,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
248,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
249,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,NULL
250,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
251,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
252,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
253,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
254,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
256,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
257,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
258,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
259,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
260,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
261,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
262,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
263,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
264,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
265,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
266,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
267,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
268,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
269,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
270,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
271,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
272,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
273,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
274,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
275,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
276,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
277,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
278,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
279,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
280,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
281,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
282,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
283,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
284,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
285,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
286,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
287,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
288,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
289,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
290,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
291,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
292,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
293,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
294,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
295,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
296,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
297,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
298,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
299,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
300,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
301,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
302,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
303,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
304,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
305,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
306,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
307,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
308,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
309,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
310,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
311,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
312,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
313,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
314,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
315,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
316,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
317,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
318,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
319,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
320,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
321,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
322,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
323,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
324,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
325,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
326,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
327,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
328,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
329,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
330,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
331,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
332,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
333,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
334,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
335,NULL,Forest,Water,Water,Water,NULL,NULL,Water
336,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
337,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
