Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVS_M_R
33,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
55,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
61,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
62,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
63,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
64,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
65,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
66,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
67,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
68,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
69,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
70,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
71,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
72,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
73,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
74,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
75,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
76,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
77,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
78,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
79,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
80,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
81,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
82,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
83,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
84,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
85,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
86,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
87,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
88,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
89,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
90,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
91,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
92,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
93,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
94,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
95,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
96,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
169,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
170,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
171,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
172,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
173,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
174,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
175,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
176,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
177,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
178,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
179,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
180,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
181,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
182,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
183,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
184,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
185,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
186,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
187,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
188,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
189,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
190,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
191,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
192,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
193,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
194,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
195,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
196,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
197,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
198,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
199,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
200,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
201,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
202,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
203,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
204,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
205,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
206,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
207,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
208,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
209,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
210,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
211,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
212,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
213,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
214,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
215,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
217,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
218,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
219,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
220,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
221,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
222,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
223,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
224,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
225,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
226,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
228,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
229,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
230,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
231,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
232,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
233,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
234,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
235,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
236,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
237,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
239,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
240,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
241,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
243,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
244,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
245,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
246,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
248,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
249,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
250,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
253,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
255,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
257,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
258,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
260,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
261,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
263,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
265,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
266,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
268,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
270,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
271,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
272,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
274,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
275,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
276,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
277,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
278,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
279,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
280,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
281,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
282,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
283,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
284,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
285,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
286,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
287,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
288,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
289,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
290,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
291,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
292,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
293,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
294,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
295,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
296,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
297,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
298,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
299,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
300,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
301,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
302,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
303,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
304,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
305,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
306,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
307,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
308,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
309,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
310,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
311,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
312,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
313,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
314,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
315,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
316,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
317,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
318,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
319,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
320,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
321,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
322,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
323,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
324,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
325,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
326,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
327,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
