Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
40,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
41,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
45,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
46,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Water
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Forest
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
58,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
59,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
60,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
61,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
62,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Forest
63,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL
64,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland
65,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland
66,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland
67,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest
68,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL
69,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
70,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
71,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
72,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
73,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water
74,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest
75,NULL,NULL,Wetland,Water,Wetland,NULL,NULL
76,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland
77,NULL,NULL,Wetland,Water,Wetland,NULL,Cropland
78,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland
79,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland
80,NULL,NULL,Wetland,Water,Wetland,NULL,Water
81,NULL,NULL,Wetland,Water,Wetland,NULL,Forest
82,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
83,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
84,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Cropland
85,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
86,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
87,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
88,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
89,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
90,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
91,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
92,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
93,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
94,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
95,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water
96,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
97,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
98,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
99,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
100,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
101,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
102,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up
103,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
104,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
105,NULL,NULL,Water,NULL,Water,NULL,Grassland
106,NULL,NULL,Water,NULL,Water,NULL,Wetland
107,NULL,NULL,Water,NULL,Water,NULL,Water
108,NULL,NULL,Water,Non_Water,Water,NULL,Grassland
109,NULL,NULL,Water,Non_Water,Water,NULL,Wetland
110,NULL,NULL,Water,Non_Water,Water,NULL,Bareland
111,NULL,NULL,Water,Non_Water,Water,NULL,Water
112,NULL,NULL,Water,Non_Water,Water,NULL,Forest
113,NULL,NULL,Water,Water,Water,NULL,Grassland
114,NULL,NULL,Water,Water,Water,NULL,Wetland
115,NULL,NULL,Water,Water,Water,NULL,Bareland
116,NULL,NULL,Water,Water,Water,NULL,Water
117,NULL,NULL,Water,Water,Water,NULL,Forest
118,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL
119,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
120,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
121,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
122,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
123,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
124,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest
125,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
126,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
127,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
128,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland
129,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland
130,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water
131,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest
132,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
133,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest
134,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
135,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
136,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
137,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
138,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
139,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
140,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
141,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
142,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
143,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
144,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest
145,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
146,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
147,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
148,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
149,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
150,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
151,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up
152,NULL,Cropland,Water,Non_Water,Water,NULL,Grassland
153,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
154,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
155,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
156,NULL,Wetland,NULL,Water,Non_Wetland,NULL,Wetland
157,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
158,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
159,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
160,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
161,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
162,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
163,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
164,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
165,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
166,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
167,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
168,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
169,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
170,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
171,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
172,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
173,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
174,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
175,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
176,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
177,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
178,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
179,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
180,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
181,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
182,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
183,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
184,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland
185,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland
186,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water
187,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest
188,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
189,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
190,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
191,NULL,Wetland,Wetland,Water,Wetland,NULL,Grassland
192,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland
193,NULL,Wetland,Wetland,Water,Wetland,NULL,Bareland
194,NULL,Wetland,Wetland,Water,Wetland,NULL,Water
195,NULL,Wetland,Wetland,Water,Wetland,NULL,Forest
196,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
197,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
198,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
199,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,Bareland
200,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,Water
201,NULL,Wetland,Water,NULL,Water,NULL,Grassland
202,NULL,Wetland,Water,NULL,Water,NULL,Wetland
203,NULL,Wetland,Water,NULL,Water,NULL,Forest
204,NULL,Wetland,Water,Water,Water,NULL,Grassland
205,NULL,Wetland,Water,Water,Water,NULL,Wetland
206,NULL,Wetland,Water,Water,Water,NULL,Bareland
207,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
208,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
209,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
210,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
211,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
212,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
213,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
214,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Forest
215,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
216,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
217,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
218,NULL,Bareland,Wetland,Water,Wetland,NULL,Grassland
219,NULL,Bareland,Wetland,Water,Wetland,NULL,Wetland
220,NULL,Bareland,Wetland,Water,Wetland,NULL,Bareland
221,NULL,Bareland,Wetland,Water,Wetland,NULL,Water
222,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
223,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
224,NULL,Bareland,Water,Non_Water,Water,NULL,Wetland
225,NULL,Bareland,Water,Water,Water,NULL,Grassland
226,NULL,Bareland,Water,Water,Water,NULL,Bareland
227,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
228,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up
229,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
230,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland
231,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest
232,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
233,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
234,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
235,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Cropland
236,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
237,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
238,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
239,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
240,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
241,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
242,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
243,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
244,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
245,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
246,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
247,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Cropland
248,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
249,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
250,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
251,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
252,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up
253,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
254,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
255,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
256,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Cropland
257,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
258,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
259,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
260,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland
261,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up
262,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest
263,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest
264,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
265,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up
266,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
267,NULL,Built-up,Wetland,Water,Wetland,NULL,Grassland
268,NULL,Built-up,Wetland,Water,Wetland,NULL,Wetland
269,NULL,Built-up,Wetland,Water,Wetland,NULL,Bareland
270,NULL,Built-up,Wetland,Water,Wetland,NULL,Forest
271,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
272,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
273,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up
274,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
275,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Bareland
276,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL
277,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
278,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Cropland
279,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
280,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
281,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
282,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
283,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
284,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up
285,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Forest
286,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up
287,NULL,Built-up,Water,Water,Water,NULL,Grassland
288,NULL,Built-up,Water,Water,Water,NULL,Water
289,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
290,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
291,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
292,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
293,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up
294,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
295,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
296,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
297,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
298,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
299,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water
300,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
301,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
302,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
303,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
304,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
305,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
306,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water
307,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest
308,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
309,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
310,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Water
311,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Forest
312,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
313,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
314,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
315,NULL,Water,Grassland,Water,Non_Wetland,NULL,Grassland
316,NULL,Water,Grassland,Water,Non_Wetland,NULL,Water
317,NULL,Water,Grassland,Water,Non_Wetland,NULL,Forest
318,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest
319,NULL,Water,Cropland,Water,Non_Wetland,NULL,Forest
320,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland
321,NULL,Water,Wetland,NULL,Wetland,NULL,Water
322,NULL,Water,Wetland,NULL,Wetland,NULL,Forest
323,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water
324,NULL,Water,Wetland,Non_Water,Wetland,NULL,Forest
325,NULL,Water,Wetland,Water,Wetland,NULL,Grassland
326,NULL,Water,Wetland,Water,Wetland,NULL,Cropland
327,NULL,Water,Wetland,Water,Wetland,NULL,Wetland
328,NULL,Water,Wetland,Water,Wetland,NULL,Bareland
329,NULL,Water,Wetland,Water,Wetland,NULL,Water
330,NULL,Water,Wetland,Water,Wetland,NULL,Forest
331,NULL,Water,Water,NULL,Water,NULL,Water
332,NULL,Water,Water,Water,Water,NULL,Wetland
333,NULL,Water,Water,Water,Water,NULL,Bareland
334,NULL,Water,Water,Water,Water,NULL,Water
335,NULL,Water,Water,Water,Water,NULL,Forest
336,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland
337,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland
338,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water
339,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest
340,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water
341,NULL,Water,Forest,Water,Non_Wetland,NULL,Grassland
342,NULL,Water,Forest,Water,Non_Wetland,NULL,Water
343,NULL,Water,Forest,Water,Non_Wetland,NULL,Forest
344,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
345,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest
346,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
347,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
348,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
349,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
350,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
351,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
352,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
353,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
354,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
355,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
356,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
357,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
358,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
359,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Cropland
360,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
361,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
362,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Cropland
363,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
364,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Forest
365,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
366,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
367,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
368,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
369,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
370,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Wetland
371,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL
372,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland
373,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland
374,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest
375,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
376,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
377,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water
378,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest
379,NULL,Forest,Wetland,Water,Wetland,NULL,Grassland
380,NULL,Forest,Wetland,Water,Wetland,NULL,Wetland
381,NULL,Forest,Wetland,Water,Wetland,NULL,Forest
382,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
383,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
