Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
126,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
127,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
133,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
134,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
135,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
142,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
149,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
168,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
170,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
194,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
195,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
196,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
197,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
198,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
199,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
200,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
201,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
202,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
203,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
204,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
205,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
206,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
207,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
208,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
209,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
210,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
211,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
212,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
213,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
240,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
244,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
248,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
249,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
252,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
