Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXU_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
44,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Water
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
79,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
81,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
82,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
86,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
87,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
118,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
122,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
123,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
126,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
127,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
128,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
131,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
132,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
136,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
137,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
183,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
184,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
185,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
186,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
187,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
188,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
189,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
190,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
191,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
192,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
193,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
194,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
195,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
196,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
197,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
198,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
199,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
200,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
201,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
202,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
203,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
204,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
205,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
206,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
207,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
208,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
209,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
210,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
211,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
212,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
213,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
214,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
215,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
216,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
217,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
218,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
219,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
220,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
221,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
222,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
223,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Cropland
224,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
225,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
226,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
227,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
228,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
229,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
230,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
231,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
232,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
233,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
234,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
235,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Water
236,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
237,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
238,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
239,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
240,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
241,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
242,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
243,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
244,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
245,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
246,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
247,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
248,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
249,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
250,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
251,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
252,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
253,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
254,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
255,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
256,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
257,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
258,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
259,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
260,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
261,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
262,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
263,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
264,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
269,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
270,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
271,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
275,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
276,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
281,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
282,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,NULL
283,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
285,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
288,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
289,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Water
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Water
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
322,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
323,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
324,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
325,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
326,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
327,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
