Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
30,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
31,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
32,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
33,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
34,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
35,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
36,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
37,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
38,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
40,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
41,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
42,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
43,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
44,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
45,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
46,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
47,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
48,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
49,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
50,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
51,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
52,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
53,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
54,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
55,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
56,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
58,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
59,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
60,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
61,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
62,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
63,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
64,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
65,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
67,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
68,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
69,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
70,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
71,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
72,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
74,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
75,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
76,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
77,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
79,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
80,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
81,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
82,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
83,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
84,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
85,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
86,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
88,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
89,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
90,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
92,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
93,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
94,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
95,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
96,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
97,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
98,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
99,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
100,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
101,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
102,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
103,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
104,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
105,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
106,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
107,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
108,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
109,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
110,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
111,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
112,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
113,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
114,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
115,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
116,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
117,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
118,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
119,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
120,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
122,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
123,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
124,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
125,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
126,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
127,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
128,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
129,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
130,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
131,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
132,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
133,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
134,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
135,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
136,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
137,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
138,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
139,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
140,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
141,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
142,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
143,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
144,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
146,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
147,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
148,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
149,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
150,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
151,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
152,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
153,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
154,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
155,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
156,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
157,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
158,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
159,NULL,Water,Water,NULL,Water,NULL,NULL,Built-up
160,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
161,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
162,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
163,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
164,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
166,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
167,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
168,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
169,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
170,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
171,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
172,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
173,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
174,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
175,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
176,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
177,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
178,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
179,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
180,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
181,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
182,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
183,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
184,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
185,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
187,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
188,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
189,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
190,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
191,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
192,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
193,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
194,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
195,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
196,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
197,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
198,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
199,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
200,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
201,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
202,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
203,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
204,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
205,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
206,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
207,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
208,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
209,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
210,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
211,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
212,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
213,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
214,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
215,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
216,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
217,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
218,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
219,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
220,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
221,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
222,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
223,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
224,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
225,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
226,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
227,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
228,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
229,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
230,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
231,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
232,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
233,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
234,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
235,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
236,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
237,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
238,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
239,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
240,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
241,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
242,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
243,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
244,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
245,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
246,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
247,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
248,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
249,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
250,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
251,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
252,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
253,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
254,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
255,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
256,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
257,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
258,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
259,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
260,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
261,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
262,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
263,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
264,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
265,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
266,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
267,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
268,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
269,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
270,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
271,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
272,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
273,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
274,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
275,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
276,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
277,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
278,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
279,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
280,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
281,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
282,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
283,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
284,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
285,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
286,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
287,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
288,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
289,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
290,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
291,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
292,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
293,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
294,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
295,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
296,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
297,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
298,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
299,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
300,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
301,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
302,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
303,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
304,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
305,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
306,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
307,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
308,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
309,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
310,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
311,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
312,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
313,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
314,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
315,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
316,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
317,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
318,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
319,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
320,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
321,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
322,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
323,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
324,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
325,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
326,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
327,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
328,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
329,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
330,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
331,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
332,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
333,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
334,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
335,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
336,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
337,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
338,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
