Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHJ_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
125,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
126,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
127,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
129,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
180,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
181,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
182,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
183,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
184,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
185,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
186,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
187,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
188,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
189,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
190,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
191,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
192,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
193,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
194,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
195,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
196,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
197,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
198,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
199,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
203,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
204,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
205,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
206,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
222,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
223,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
224,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
225,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
226,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
261,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
262,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
263,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
264,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
265,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
266,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
267,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
268,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
269,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
270,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
271,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
272,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
273,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
274,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
275,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
276,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
277,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
278,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
279,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
280,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
281,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
282,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
283,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
284,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
285,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
286,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
287,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Cropland
288,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
289,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
290,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
291,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
292,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
293,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
294,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
295,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
296,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
297,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
298,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
299,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
300,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Forest
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
318,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
323,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
324,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
