Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
109,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
122,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
126,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
127,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
181,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
182,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
183,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
184,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
186,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
187,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
192,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
193,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
194,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
195,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
196,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
197,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
198,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
199,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
200,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
201,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
202,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
203,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
204,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
210,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
211,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
215,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
216,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
221,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
222,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
225,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Cropland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Cropland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Wetland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Cropland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
322,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
323,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
324,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
325,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
326,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
327,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
